Customer,State,CLV,Coverage,Income,loc_type,monthly_premium,months_last_claim,Months_Since_Policy_Inception,Total_Claim_Amount,Vehicle_Class,avg_vehicle_age
ZT30559,California,4746.686506,Basic,15169,Suburban,63,34,15,302.4,Four-Door Car,33.043707
XI41106,Arizona,16874.32815,Basic,55390,Urban,71,34,29,256.268091,Two-Door Car,46.62299711
ZS88847,Oregon,2387.60606,Basic,27592,Suburban,62,6,29,297.6,Four-Door Car,44.76235032
KR48903,Washington,2504.907557,Basic,88264,Suburban,62,8,34,297.6,Two-Door Car,44.73126312
KR62797,Arizona,4591.625938,Basic,83297,Suburban,113,6,28,542.4,SUV,54.66841246
ZJ73220,Arizona,13092.58578,Basic,0,Suburban,188,35,82,1353.6,Luxury Car,49.58725656
FY62633,Oregon,9112.266649,Extended,0,Suburban,90,21,21,432,Four-Door Car,40.4933756
CU36986,California,4165.166581,Premium,55897,Suburban,104,33,5,499.2,Four-Door Car,46.35321066
WZ53904,Arizona,2659.980563,Basic,21297,Rural,71,26,56,45.507952,Four-Door Car,35.18622661
AA71604,Arizona,11986.59212,Extended,87560,Suburban,98,4,86,470.4,Two-Door Car,45.16983252
TD10493,Oregon,2898.732747,Extended,0,Suburban,96,5,7,691.2,Four-Door Car,60.60108515
LY97989,Oregon,2894.243869,Extended,0,Suburban,85,3,53,408,Four-Door Car,52.03838478
VX39856,Arizona,3500.454354,Extended,89398,Rural,86,5,57,82.409922,Four-Door Car,53.33321118
TP51897,California,2621.808611,Basic,36843,Suburban,68,12,11,357.642982,Four-Door Car,44.45089009
QQ89253,Oregon,10221.80504,Extended,0,Suburban,134,23,16,643.2,SUV,59.82542096
EI91403,California,2578.270957,Basic,34946,Suburban,65,30,63,420.35698,Two-Door Car,42.84687034
QG15435,Arizona,6242.595729,Extended,75680,Rural,78,27,6,136.787725,Four-Door Car,44.46813984
FZ55002,Nevada,5220.280968,Basic,0,Suburban,69,23,13,331.2,Four-Door Car,55.23895354
KU29408,Washington,9075.768214,Basic,37722,Rural,116,8,23,158.077504,Sports Car,57.5217265
UN37063,Arizona,4525.365839,Basic,10269,Urban,65,12,5,170.798204,Two-Door Car,36.33743215
VB87946,California,4970.357298,Basic,49714,Urban,63,29,64,266.165535,Four-Door Car,62.52872939
AB60627,California,15467.78904,Extended,77517,Rural,129,19,20,98.921782,SUV,43.42159092
TA34903,Oregon,5838.89915,Basic,81082,Urban,73,5,85,281.295903,Four-Door Car,45.13321271
AQ51368,Oregon,10656.88195,Extended,72540,Suburban,88,7,3,631.743039,Two-Door Car,53.60333497
NZ26102,Oregon,2289.618736,Basic,0,Suburban,65,8,58,468,Four-Door Car,49.13900528
GB45753,California,5439.804227,Basic,61546,Rural,68,4,27,29.209521,Two-Door Car,43.94711652
BV79904,California,7956.150059,Basic,44818,Rural,67,25,41,136.883999,Two-Door Car,56.68279807
OB49075,Arizona,4458.113369,Basic,17622,Suburban,65,1,36,312,Four-Door Car,40.9168073
DS97676,Oregon,2555.051532,Basic,0,Suburban,72,14,24,518.4,Four-Door Car,63.28369532
JO63462,California,3307.99904,Extended,79797,Rural,84,27,46,31.755601,Two-Door Car,53.41603138
WZ40465,Washington,5041.29961,Basic,36234,Rural,63,0,44,113.534474,Four-Door Car,77.47315758
RS24501,Oregon,13350.1209,Premium,28919,Suburban,173,5,88,830.4,SUV,53.52527948
VT78274,Arizona,4931.221348,Basic,0,Suburban,68,6,93,480.159011,Four-Door Car,57.53016957
SU56153,Nevada,7776.835189,Basic,63568,Suburban,65,19,5,390.792553,Two-Door Car,44.257608
MN20737,Nevada,2553.672212,Basic,73935,Rural,64,13,29,72.071195,Four-Door Car,49.40875822
KL43114,Arizona,4876.469668,Basic,0,Suburban,66,15,56,316.8,Two-Door Car,39.28329714
YQ15567,Oregon,9034.305834,Basic,18846,Suburban,115,16,84,552,SUV,63.54776371
TR88637,Arizona,8105.910755,Basic,38893,Rural,103,19,40,41.965252,SUV,57.73578862
TC88986,Oregon,5619.689084,Premium,0,Suburban,153,25,5,1027.000029,SUV,48.44544211
XX88577,California,15727.13063,Premium,84824,Rural,196,7,4,319.820747,SUV,45.88826556
NE49052,California,6618.016423,Extended,20068,Urban,86,8,28,411.011162,Four-Door Car,67.56530661
KX17826,Oregon,4670.047979,Extended,0,Suburban,125,21,34,600,SUV,39.99419662
CC91503,Arizona,10169.36981,Extended,0,Suburban,135,32,61,648,Sports Car,47.60416913
WH32183,California,8323.073985,Basic,97245,Rural,70,29,29,4.110585,Four-Door Car,46.66697681
ES90681,California,2417.759961,Basic,51808,Suburban,61,3,12,351.149904,Four-Door Car,62.92707408
DW96592,California,8044.872393,Basic,71391,Urban,67,29,39,284.000172,Four-Door Car,51.67222571
MT23134,Oregon,5325.724541,Basic,0,Suburban,73,17,44,496.474767,Two-Door Car,54.316071
BM69081,Arizona,6947.524013,Basic,0,Suburban,100,5,54,925.137143,SUV,49.94095145
MB90871,Oregon,5847.415237,Extended,23496,Rural,77,17,88,13.164097,Four-Door Car,23.91627334
QR15221,Washington,2584.203924,Basic,22562,Suburban,65,4,81,312,Two-Door Car,49.06260238
QL77686,Nevada,4724.786102,Basic,23986,Urban,119,31,3,463.335061,SUV,63.1842778
ON77827,Arizona,2790.227993,Basic,22974,Urban,71,0,8,180.667969,Four-Door Car,57.44587996
KP18988,Oregon,21531.33284,Premium,0,Suburban,101,21,35,484.8,Four-Door Car,55.6329385
TI92884,Arizona,12622.83268,Basic,61844,Suburban,106,19,74,508.8,Sports Car,65.69888818
JH73503,Arizona,20171.96154,Basic,24804,Suburban,73,19,98,350.4,Two-Door Car,55.47096183
YE97964,California,16464.36587,Basic,27760,Urban,104,13,71,302.764283,SUV,38.20126512
VA30351,Oregon,5595.389905,Basic,74454,Suburban,71,25,29,340.8,Four-Door Car,41.2532453
PV55726,Oregon,4170.687348,Basic,29462,Suburban,107,28,23,513.6,SUV,42.68566369
UC88305,Arizona,2665.447079,Basic,52266,Rural,68,14,98,141.922839,Two-Door Car,52.59908848
TS53809,Oregon,7098.91414,Basic,0,Suburban,70,18,99,349.783046,Two-Door Car,61.79238083
ZV32120,California,3971.345097,Basic,23599,Suburban,103,20,46,494.4,SUV,47.93472327
FB80807,Oregon,5528.212807,Basic,36088,Suburban,72,16,31,345.6,Four-Door Car,58.73166209
AS55677,California,8338.995787,Premium,70534,Rural,104,31,71,54.065538,Four-Door Car,41.74790838
WA15684,Oregon,38445.85587,Extended,27398,Suburban,125,4,71,600,SUV,63.74955615
SA50567,Nevada,5448.555219,Basic,85296,Suburban,68,15,47,342.515136,Four-Door Car,46.89830462
KJ31611,Arizona,10808.06597,Extended,31063,Suburban,92,20,19,441.6,Four-Door Car,34.54656505
VL37375,California,6185.09653,Extended,0,Suburban,92,8,28,1027.177255,Two-Door Car,52.94180963
KN21017,Nevada,3208.225911,Extended,52367,Urban,81,25,64,275.989978,Four-Door Car,44.40041922
PX44289,Arizona,5480.104065,Basic,58651,Suburban,71,6,95,472.599683,Four-Door Car,52.32992437
AM97901,Nevada,22986.15393,Premium,84831,Suburban,192,13,37,1336.931716,Sports Car,33.78855295
RE42925,Oregon,13107.92594,Basic,49088,Suburban,114,17,87,547.2,SUV,57.1652106
TR81766,California,7462.926263,Extended,70263,Rural,93,30,66,7.345946,Two-Door Car,28.68228205
CH85057,Oregon,11463.99097,Premium,45354,Rural,285,5,51,540.141566,Luxury SUV,63.22164278
UP71482,Arizona,7236.132483,Basic,0,Suburban,63,11,73,383.363758,Four-Door Car,49.20566247
EG40670,California,6232.687923,Extended,28334,Suburban,83,3,44,537.765151,Four-Door Car,49.68607531
HV83672,Oregon,28393.32994,Extended,38772,Urban,90,8,87,321.873474,Four-Door Car,50.56327283
MG10140,Oregon,3746.751625,Extended,41479,Rural,94,14,38,19.575683,Two-Door Car,40.07066006
TC44716,California,21569.33731,Basic,23909,Suburban,119,21,86,571.2,SUV,53.98003112
QO65264,California,5012.083744,Basic,48328,Rural,63,22,12,108.138715,Two-Door Car,53.98941653
EB66698,California,3371.858433,Extended,86689,Suburban,85,3,72,408,Two-Door Car,35.3110194
OT52034,California,3864.776795,Extended,24204,Suburban,99,25,41,707.303416,Four-Door Car,42.56313415
CH85444,Oregon,4145.711862,Premium,25943,Suburban,110,26,83,1067.333126,Two-Door Car,60.28597167
PU85769,California,5156.072651,Basic,0,Suburban,73,5,72,807.947292,Four-Door Car,38.99891107
UI73201,California,3667.37497,Extended,62375,Suburban,92,34,34,618.630955,Two-Door Car,45.67818867
SL50592,California,7835.683513,Basic,0,Suburban,71,7,24,404.272806,Four-Door Car,40.50483037
XP11075,Arizona,14567.26841,Premium,0,Suburban,148,8,18,710.4,SUV,63.45590899
SI31236,Oregon,10171.33903,Basic,70200,Suburban,65,25,10,312,Four-Door Car,54.68251784
JN26745,Nevada,4135.775206,Premium,0,Suburban,112,16,62,707.977614,Four-Door Car,33.95110256
VK48036,Oregon,5511.491102,Basic,79027,Suburban,70,13,37,336,Four-Door Car,51.42423857
EC71986,Washington,2429.280527,Basic,26736,Suburban,63,6,64,367.92773,Four-Door Car,50.20495802
DS45802,California,5414.61734,Basic,26893,Rural,68,1,31,68.226001,Four-Door Car,56.5404361
OA96690,Oregon,7421.593541,Extended,47406,Urban,94,2,96,287.149807,Four-Door Car,64.77629244
EM27919,California,4458.113369,Basic,17622,Suburban,65,1,36,312,Four-Door Car,42.02690284
QO41043,Oregon,14476.12489,Extended,27572,Suburban,124,11,57,595.2,SUV,56.63140473
OV50124,Oregon,4936.888359,Basic,0,Suburban,72,7,34,391.636628,Two-Door Car,48.16771312
PR31642,Oregon,4525.276524,Basic,32802,Suburban,114,31,8,547.2,SUV,44.95805472
PO98961,Washington,6701.770088,Extended,18400,Suburban,89,26,52,640.8,Two-Door Car,52.12761473
TK30357,California,14134.3474,Basic,90844,Rural,118,10,98,232.674417,SUV,74.88325151
NF31087,Nevada,24723.18311,Basic,44685,Suburban,69,1,41,331.2,Four-Door Car,59.06662646
NH16984,California,2838.067784,Extended,0,Urban,80,30,8,336.50961,Four-Door Car,64.6186222
OS75493,California,3848.483648,Extended,42589,Suburban,98,8,73,470.4,Four-Door Car,44.17082147
VT63298,Oregon,19504.4739,Basic,0,Suburban,72,17,55,345.6,Four-Door Car,35.77828139
HT16519,Washington,26900.27013,Basic,63009,Urban,112,17,49,485.286815,Sports Car,52.40611002
SZ16483,Arizona,4361.372941,Premium,79583,Suburban,109,12,76,523.2,Four-Door Car,47.64749999
VM92311,Arizona,2529.077508,Basic,89129,Suburban,64,24,93,328.870868,Four-Door Car,48.80658071
NJ46849,Arizona,2504.444752,Basic,0,Suburban,69,23,15,496.8,Four-Door Car,30.81239772
WZ31900,Oregon,8649.700578,Basic,94389,Rural,107,16,76,85.063708,SUV,42.14655868
RG30482,Oregon,13668.35528,Premium,0,Suburban,197,5,50,1418.4,SUV,33.33543359
ZM86949,Oregon,20635.0846,Basic,84106,Suburban,64,0,86,334.408717,Two-Door Car,35.14428445
QQ39596,Arizona,2517.533581,Basic,0,Rural,69,2,71,42.096415,Four-Door Car,45.83721627
FH51383,California,5326.677654,Basic,76717,Urban,66,26,10,300.528579,Two-Door Car,58.77871768
BJ53923,Arizona,2600.272131,Basic,51978,Rural,66,18,81,144.782152,Four-Door Car,67.11503261
CZ96653,Oregon,8534.792754,Basic,47325,Rural,107,0,92,64.598216,SUV,37.93437165
FB23788,Oregon,8828.834957,Basic,86721,Suburban,111,33,10,532.8,SUV,38.22835023
NT43594,Nevada,2248.449633,Basic,24910,Suburban,63,7,63,347.857619,Four-Door Car,65.88070865
VO38365,Washington,8861.149536,Basic,90125,Rural,110,1,72,128.645946,SUV,41.99123462
KJ86296,Oregon,4556.592993,Basic,0,Suburban,73,24,40,525.6,Four-Door Car,37.160288
PI47776,Oregon,2530.705137,Basic,89451,Rural,63,11,2,61.769564,Four-Door Car,52.04229697
MD73554,California,5251.983996,Basic,59537,Suburban,66,23,5,316.8,Two-Door Car,44.88220962
UX92071,Oregon,6743.119265,Basic,0,Suburban,199,6,37,955.2,Luxury SUV,50.62288105
YG44474,Oregon,14014.72129,Basic,54193,Suburban,117,2,83,720.752945,SUV,44.23809082
UH45301,Oregon,9438.915619,Premium,86946,Urban,118,13,14,340.656963,Four-Door Car,66.5054132
RY92647,California,10506.77172,Extended,0,Suburban,92,15,36,546.524896,Four-Door Car,30.65827558
IK12620,Arizona,4213.918619,Premium,12160,Urban,109,5,34,489.411833,Four-Door Car,56.12355966
GQ66762,California,4773.686425,Basic,33701,Urban,63,16,67,171.325856,Four-Door Car,51.90887827
RY92254,Washington,4547.892543,Premium,33531,Suburban,116,11,15,801.577478,Two-Door Car,51.72128898
XD85577,California,2842.266905,Basic,69417,Rural,73,30,78,30.874869,Four-Door Car,64.40021773
TM65736,Oregon,3059.550321,Extended,38644,Urban,78,28,0,361.455219,Four-Door Car,21.087165
VJ51327,California,20314.9976,Basic,63209,Rural,102,20,28,207.320041,SUV,74.82106594
GS98873,Arizona,3239.124699,Extended,16061,Suburban,88,26,23,633.6,Four-Door Car,51.58844354
CW49887,California,4626.801093,Basic,79487,Suburban,114,20,87,547.2,SUV,63.8385394
MY31220,California,8997.040244,Premium,54230,Suburban,112,10,21,537.6,Two-Door Car,60.16949704
UH35128,Oregon,25807.063,Extended,71210,Suburban,214,8,89,1027.2,Luxury Car,47.37073636
WH52799,Arizona,3808.122147,Extended,94903,Suburban,94,3,38,451.2,Two-Door Car,33.44986508
WL99637,Arizona,7614.137981,Extended,27293,Suburban,96,20,55,469.030907,Two-Door Car,51.83540636
UC84059,California,6898.455315,Premium,70950,Urban,171,6,12,565.929394,Sports Car,42.9248626
HW62747,Oregon,2298.379166,Basic,0,Suburban,63,19,9,302.4,Four-Door Car,40.12956578
BH11344,Oregon,2806.696138,Basic,37009,Rural,71,1,45,145.673348,Two-Door Car,55.16609707
TX28465,Nevada,5206.118179,Basic,52629,Rural,65,30,22,136.684141,Four-Door Car,54.53184629
OK56965,California,45708.65342,Basic,31264,Urban,198,9,54,825.657746,Luxury SUV,40.5985875
WT22392,Oregon,8007.349108,Basic,65473,Urban,67,4,14,277.685667,Four-Door Car,36.25214186
GG68407,Washington,2321.88367,Basic,0,Suburban,65,13,7,468,Four-Door Car,52.16477714
KC71643,Oregon,2463.236825,Basic,99144,Suburban,61,29,51,292.8,Four-Door Car,65.14676708
NR32615,California,5498.940679,Basic,22520,Suburban,73,17,64,350.4,Four-Door Car,46.60035658
GS69842,Arizona,5243.828046,Basic,36615,Urban,65,14,7,264.563772,Four-Door Car,47.048753
KP72427,Washington,21639.83862,Basic,64455,Rural,108,5,43,133.735395,SUV,55.78037616
KD23847,Arizona,4886.544296,Basic,76374,Suburban,61,21,28,292.8,Four-Door Car,44.49082802
GK72076,Washington,4169.356909,Premium,35457,Suburban,105,0,93,641.230581,Four-Door Car,43.24817043
NK91488,Nevada,5479.555081,Basic,56005,Suburban,68,31,30,326.4,Four-Door Car,41.67949174
QK46697,Washington,6177.109254,Extended,61040,Rural,79,12,24,20.382876,Two-Door Car,53.95835024
WP73172,Oregon,8287.679305,Basic,81367,Urban,103,2,32,415.768941,SUV,45.26519243
PS30217,California,9886.656416,Extended,44817,Suburban,83,23,89,527.421579,Four-Door Car,65.14440373
EL62967,Oregon,2712.915597,Basic,58508,Rural,69,32,11,57.614392,Two-Door Car,29.75391824
MU23938,Oregon,10477.67631,Extended,45259,Rural,138,1,27,272.217171,SUV,45.83647903
VC83809,California,3436.134281,Extended,30817,Rural,88,25,43,91.834668,Four-Door Car,52.15403222
VL34577,Oregon,2596.1852,Basic,0,Suburban,72,3,65,345.6,Two-Door Car,46.73131919
QE12539,California,12731.95161,Basic,40870,Suburban,105,3,56,504,SUV,60.67868393
YO15246,Nevada,3494.147878,Extended,35001,Suburban,96,18,87,460.8,Four-Door Car,58.10703066
WF73839,Arizona,7597.910661,Basic,49937,Urban,64,1,45,302.586407,Two-Door Car,51.96462935
TJ11671,Oregon,4015.214476,Premium,0,Suburban,109,35,75,523.2,Four-Door Car,42.99805668
SV34223,California,20477.10841,Basic,58317,Suburban,73,0,56,350.4,Four-Door Car,47.08223145
XD19546,California,8160.689782,Basic,0,Suburban,109,15,61,523.2,SUV,62.3475258
OY95739,Nevada,12298.6863,Basic,17101,Suburban,113,1,88,542.4,SUV,40.12853493
SW57539,California,8714.922135,Basic,0,Suburban,118,14,64,566.4,SUV,35.2379146
IA62027,Arizona,4853.534204,Basic,0,Suburban,65,24,53,468,Four-Door Car,54.36949202
FZ20933,Oregon,4880.94644,Basic,24398,Suburban,63,14,79,302.4,Four-Door Car,61.14912787
WR62597,Oregon,2311.382109,Basic,24641,Suburban,61,16,57,294.92773,Four-Door Car,43.58094134
KU61611,Arizona,4327.098922,Basic,69040,Suburban,108,4,88,518.4,Sports Car,66.5359398
XW98867,Oregon,12298.6863,Basic,17101,Suburban,113,1,88,542.4,SUV,39.23254437
PP80817,California,8323.533338,Basic,59886,Rural,104,30,1,71.729298,Sports Car,57.48031871
DT77901,Oregon,10179.71704,Premium,14290,Suburban,271,20,40,1300.8,Luxury SUV,64.15699785
DX34647,California,7761.267839,Extended,43137,Suburban,96,8,41,460.8,Two-Door Car,42.22817129
OD56551,Oregon,5239.890913,Basic,27978,Suburban,69,3,21,447.911255,Four-Door Car,46.27731691
OO63074,California,4517.908834,Basic,25261,Suburban,118,31,9,566.4,SUV,55.01892626
EH24828,Nevada,2389.774148,Basic,58652,Suburban,64,14,75,307.2,Four-Door Car,41.50135751
CX99919,Nevada,4130.628776,Basic,28321,Suburban,111,34,32,537.391704,SUV,34.70607077
PS31050,Washington,21404.35885,Basic,0,Suburban,69,35,79,496.8,Four-Door Car,66.22733548
NU32697,Oregon,5227.766419,Basic,0,Suburban,72,20,12,518.4,Four-Door Car,54.52775951
PU98976,California,6187.345744,Extended,0,Suburban,88,17,25,633.6,Four-Door Car,29.59007966
ZR20842,Arizona,5113.874718,Extended,94415,Urban,127,6,53,492.770321,Sports Car,52.76256436
NF35573,Oregon,11039.31617,Basic,0,Suburban,103,4,67,1149.203884,SUV,54.00746017
DF66914,Arizona,32227.08389,Basic,45331,Suburban,100,0,8,572.635987,SUV,56.35277157
YM99866,Arizona,2611.965869,Basic,53904,Suburban,67,1,17,321.6,Four-Door Car,58.55688947
VH62084,California,13372.32772,Basic,0,Suburban,74,18,58,811.086484,Four-Door Car,59.32390812
SE28250,Arizona,4838.981869,Basic,0,Suburban,70,11,36,336,Four-Door Car,55.94280449
MD86050,Oregon,4721.659016,Basic,0,Suburban,67,20,38,482.4,Four-Door Car,41.30132189
GF17866,Oregon,3873.647046,Basic,28142,Suburban,105,18,50,701.708239,Sports Car,44.36771219
FU99476,Washington,6770.306834,Extended,74422,Rural,85,4,3,95.338505,Four-Door Car,47.5604344
KO44736,Oregon,16979.79757,Basic,35095,Suburban,73,25,56,525.6,Two-Door Car,48.22292811
KI55845,Oregon,13681.71178,Basic,55588,Suburban,114,15,40,547.2,SUV,52.8488269
JJ24476,Arizona,5717.221919,Basic,52391,Suburban,71,9,32,409.763267,Two-Door Car,42.24144889
VC68509,Oregon,9486.596417,Extended,42240,Rural,79,25,10,46.386546,Four-Door Car,50.40888446
QN62502,Oregon,3839.143697,Extended,70146,Rural,96,28,65,157.440069,Four-Door Car,42.3697046
EL92515,Oregon,11211.59027,Extended,41121,Suburban,94,20,56,451.2,Four-Door Car,66.46451669
VL84149,Oregon,25807.063,Extended,71210,Suburban,214,8,89,1027.2,Luxury Car,61.02019047
JX19907,Oregon,3798.32165,Premium,0,Suburban,107,34,70,1261.943541,Two-Door Car,46.7978004
BC66921,Nevada,2816.567395,Basic,41228,Suburban,71,19,13,340.8,Four-Door Car,50.41167886
IA15979,Washington,6948.325858,Extended,40598,Urban,91,35,98,302.791402,Four-Door Car,35.12772932
GN80437,Oregon,3444.967503,Extended,0,Suburban,91,28,59,596.050118,Four-Door Car,62.85589757
AH65907,California,2859.40857,Basic,51790,Suburban,71,12,43,340.8,Four-Door Car,43.12615511
VG57728,California,2692.057629,Basic,92593,Rural,68,4,53,8.44322,Four-Door Car,54.3522454
AF81450,California,11431.73089,Basic,28657,Suburban,100,4,55,588.742251,SUV,47.17201426
YI28422,Oregon,7635.883324,Extended,30262,Suburban,98,0,96,499.22561,Four-Door Car,57.86877027
GR26937,Oregon,9805.829614,Extended,47197,Rural,81,19,91,76.112618,Four-Door Car,55.06303181
BR99015,California,6803.615629,Extended,0,Suburban,94,25,20,451.2,Four-Door Car,58.4369923
PB11270,Oregon,7107.655397,Basic,0,Suburban,61,2,15,541.561209,Four-Door Car,57.83238721
PZ89632,Oregon,4735.184474,Extended,0,Suburban,134,22,68,964.8,SUV,58.53134051
LV62981,Arizona,6874.326693,Extended,22093,Suburban,87,15,8,616.749885,Two-Door Car,42.75556004
AS97690,Arizona,2411.256575,Basic,54483,Suburban,61,6,57,292.8,Two-Door Car,34.65943456
SG32258,Arizona,2416.542359,Basic,18944,Rural,63,20,64,125.274351,Four-Door Car,54.74838062
MY80583,Oregon,23981.54344,Basic,84365,Suburban,66,14,42,316.8,Four-Door Car,55.69861392
WS57286,Arizona,4692.165155,Basic,0,Rural,64,20,13,137.169296,Four-Door Car,51.2451276
MF53477,California,3600.934326,Basic,25147,Suburban,101,7,54,694.598288,SUV,39.77266669
DQ28641,Nevada,2665.222511,Basic,14315,Suburban,71,33,16,511.2,Four-Door Car,51.01031985
EX46492,Arizona,7666.520438,Extended,87864,Urban,94,19,42,421.456547,Two-Door Car,42.52705327
VW20823,California,16675.89616,Extended,57844,Suburban,85,16,31,408,Four-Door Car,49.04595439
LH26563,Oregon,4550.856045,Premium,17913,Suburban,116,0,39,556.8,Four-Door Car,59.092419
FR56877,Arizona,11763.93565,Extended,28806,Suburban,99,35,75,475.2,Four-Door Car,40.02343894
ZY99878,California,13742.53724,Premium,90343,Urban,175,11,68,833.072722,SUV,55.64647256
CS15289,Oregon,16138.41628,Basic,79041,Rural,199,14,48,419.26062,Luxury SUV,48.2764157
VM84548,Washington,8819.018934,Basic,99845,Suburban,110,23,25,528,SUV,69.06539735
IA96447,California,6673.737677,Premium,85019,Suburban,167,26,92,801.6,Sports Car,44.52096663
PT32230,California,7782.126848,Basic,70059,Rural,194,1,97,253.740993,Luxury SUV,53.76782752
NK73719,California,19393.21145,Premium,70503,Rural,164,11,11,41.05291,SUV,62.53988157
OH15771,California,3974.13815,Basic,0,Suburban,117,9,78,561.6,SUV,43.1271231
XP61034,Oregon,4105.580991,Basic,39492,Suburban,105,20,81,756,SUV,63.7692851
ZN34245,Arizona,2308.472055,Basic,0,Suburban,68,9,34,489.6,Four-Door Car,38.09814241
FX55923,Arizona,5372.914477,Basic,50405,Rural,70,6,21,7.069583,Four-Door Car,60.47622432
ZZ83340,Oregon,5508.315536,Basic,96021,Urban,68,5,30,315.004602,Two-Door Car,54.16623416
HA99340,Oregon,2398.333185,Basic,0,Suburban,65,26,97,422.947888,Two-Door Car,42.59970597
LE43061,California,3728.83013,Premium,0,Suburban,105,13,22,756,Four-Door Car,55.02048379
UF77413,Oregon,2758.498582,Basic,65794,Urban,69,10,14,277.27294,Four-Door Car,45.11164515
UY45293,Oregon,3703.930261,Extended,21975,Suburban,95,28,63,456,Four-Door Car,58.43618578
TH84309,California,9372.843639,Extended,0,Suburban,126,19,17,604.8,SUV,48.20010529
PZ94551,Oregon,4991.584471,Extended,56649,Suburban,125,12,8,780.090361,SUV,50.83549311
FY40655,Washington,39400.1854,Premium,0,Suburban,181,22,96,868.8,SUV,45.63243383
HS85465,California,2759.978287,Basic,92296,Suburban,69,4,65,331.2,Two-Door Car,61.80767289
SI78985,Oregon,7993.003997,Premium,39448,Rural,103,10,14,66.020788,Four-Door Car,54.45829348
KF50730,California,5235.573528,Extended,71794,Urban,131,19,48,457.471225,SUV,37.98826926
JO13576,California,2633.011837,Basic,21861,Suburban,69,3,11,348.278032,Four-Door Car,28.98692473
HJ79774,Oregon,2764.802284,Basic,31591,Urban,72,17,65,240.241499,Four-Door Car,48.46511921
KI18648,Arizona,8084.846371,Basic,60662,Suburban,68,10,38,326.4,Two-Door Car,57.81118157
EL99335,California,2685.177658,Basic,20608,Suburban,73,10,24,350.4,Four-Door Car,52.29515427
LE84979,California,12208.12004,Basic,21331,Urban,103,18,84,419.062661,SUV,57.69922732
CE12380,Arizona,20090.43865,Basic,0,Urban,66,16,19,252.149798,Four-Door Car,37.31858266
IB80924,Washington,32864.4046,Basic,90783,Urban,104,0,38,285.745227,SUV,51.57876664
JF83834,Oregon,2491.317024,Basic,36631,Rural,62,30,77,67.530904,Four-Door Car,64.8624373
YN10988,California,6314.596813,Extended,0,Suburban,87,15,46,417.6,Four-Door Car,49.01563862
YX15941,Oregon,16229.64891,Extended,26030,Suburban,139,25,29,667.2,Sports Car,44.19676012
ZB50601,Nevada,5161.789881,Basic,0,Suburban,70,6,24,469.491537,Four-Door Car,57.22880895
HP50399,Nevada,3982.266087,Basic,0,Suburban,113,14,77,542.4,SUV,51.73208379
GC17585,Arizona,13473.18567,Basic,25302,Suburban,70,13,16,336,Four-Door Car,64.28496691
FG46258,Washington,6921.973993,Extended,16483,Urban,90,14,68,320.519977,Two-Door Car,50.29712744
DO41287,Oregon,8276.44416,Extended,0,Suburban,82,29,92,590.4,Four-Door Car,57.72365195
GT54462,Arizona,14349.85991,Premium,73222,Urban,180,24,43,821.51673,SUV,52.85066784
BT76268,California,5878.199296,Basic,22061,Suburban,74,25,25,355.2,Four-Door Car,61.59294961
QM38267,Arizona,2666.05454,Basic,86321,Suburban,66,7,25,316.8,Four-Door Car,53.80143145
LP82042,Oregon,5345.680998,Basic,54668,Suburban,68,3,41,326.4,Four-Door Car,56.73998855
EF52978,Arizona,4777.121596,Basic,0,Suburban,62,15,80,297.6,Four-Door Car,47.70925581
GH54524,California,16973.74021,Premium,69497,Rural,142,30,31,92.286763,SUV,57.30491974
DP26592,Oregon,2518.112127,Basic,86617,Urban,63,9,10,188.325603,Four-Door Car,45.70599776
UP29839,Nevada,19160.98994,Extended,22705,Suburban,239,19,59,1294.700423,Luxury SUV,61.07453596
SS48498,Washington,6273.173441,Extended,20836,Rural,79,25,2,193.57032,Four-Door Car,45.9494711
OB55054,Oregon,3964.81296,Extended,88410,Suburban,99,30,31,475.2,Four-Door Car,45.18246907
NP91656,California,4911.773088,Basic,0,Suburban,69,26,33,496.8,Four-Door Car,45.72087506
SH74080,Oregon,7805.31287,Basic,21073,Suburban,106,25,54,508.8,SUV,37.68033647
KN25556,Arizona,7200.664877,Basic,0,Suburban,66,16,77,316.8,Four-Door Car,69.431937
RB38792,Oregon,5389.499465,Extended,66429,Rural,136,35,93,57.712985,Sports Car,37.80607662
QR72180,California,3241.314176,Extended,66889,Urban,80,6,16,294.319428,Four-Door Car,46.03529244
TW64385,California,5528.212807,Basic,36088,Suburban,72,16,31,345.6,Four-Door Car,39.38536627
UO86707,Washington,7173.909404,Basic,75217,Rural,61,12,47,147.080303,Four-Door Car,52.20407592
GF94951,Arizona,7076.653181,Basic,0,Suburban,68,8,9,489.6,Two-Door Car,60.20092771
NF53775,California,3700.385003,Extended,17557,Suburban,96,6,5,666.724937,Four-Door Car,36.92605703
YB58778,California,5328.835851,Basic,81064,Rural,70,20,4,42.238585,Two-Door Car,63.35302854
PH77560,Nevada,4838.877084,Basic,0,Suburban,66,2,45,700.331425,Four-Door Car,42.23323537
WA84789,Washington,10700.4952,Extended,75313,Suburban,89,16,64,527.139074,Four-Door Car,41.75894815
BI34376,California,7879.928952,Extended,45703,Suburban,98,17,36,470.4,Two-Door Car,48.12655055
UQ63396,California,7869.432384,Basic,40036,Rural,65,2,85,48.828732,Four-Door Car,45.19803438
