date,Appliances,lights,T_out,Press_mm_hg,RH_out,Windspeed,Tdewpoint,Visibility
1/31/2016 20:30,110,20,11.65,753.5,93.5,7.5,10.6,43
1/31/2016 20:40,200,30,11.6,753.6333333,94,7.666666667,10.63333333,49.33333333
1/31/2016 20:50,220,20,11.55,753.7666667,94.5,7.833333333,10.66666667,55.66666667
1/31/2016 21:00,120,20,11.5,753.9,95,8,10.7,62
1/31/2016 21:10,100,20,11.53333333,753.9666667,94.66666667,8,10.68333333,55.33333333
1/31/2016 21:20,100,10,11.56666667,754.0333333,94.33333333,8,10.66666667,48.66666667
1/31/2016 21:30,90,10,11.6,754.1,94,8,10.65,42
1/31/2016 21:40,100,20,11.63333333,754.1666667,93.66666667,8,10.63333333,35.33333333
1/31/2016 21:50,90,10,11.66666667,754.2333333,93.33333333,8,10.61666667,28.66666667
1/31/2016 22:00,100,10,11.7,754.3,93,8,10.6,22
1/31/2016 22:10,90,10,11.63333333,754.4166667,93.5,8,10.61666667,25.5
1/31/2016 22:20,70,10,11.56666667,754.5333333,94,8,10.63333333,29
1/31/2016 22:30,70,20,11.5,754.65,94.5,8,10.65,32.5
1/31/2016 22:40,60,10,11.43333333,754.7666667,95,8,10.66666667,36
1/31/2016 22:50,30,10,11.36666667,754.8833333,95.5,8,10.68333333,39.5
1/31/2016 23:00,20,10,11.3,755,96,8,10.7,43
1/31/2016 23:10,20,10,11.33333333,755.0833333,95.66666667,8,10.66666667,40.33333333
1/31/2016 23:20,30,10,11.36666667,755.1666667,95.33333333,8,10.63333333,37.66666667
1/31/2016 23:30,50,10,11.4,755.25,95,8,10.6,35
1/31/2016 23:40,60,10,11.43333333,755.3333333,94.66666667,8,10.56666667,32.33333333
1/31/2016 23:50,50,10,11.46666667,755.4166667,94.33333333,8,10.53333333,29.66666667
2/1/2016 0:00,40,20,11.5,755.5,94,8,10.5,27
2/1/2016 0:10,50,10,11.5,755.6333333,93.5,8.166666667,10.41666667,29.16666667
2/1/2016 0:20,40,10,11.5,755.7666667,93,8.333333333,10.33333333,31.33333333
2/1/2016 0:30,50,10,11.5,755.9,92.5,8.5,10.25,33.5
2/1/2016 0:40,40,20,11.5,756.0333333,92,8.666666667,10.16666667,35.66666667
2/1/2016 0:50,50,10,11.5,756.1666667,91.5,8.833333333,10.08333333,37.83333333
2/1/2016 1:00,60,10,11.5,756.3,91,9,10,40
2/1/2016 1:10,50,10,11.45,756.3666667,91.16666667,8.666666667,10,37.33333333
2/1/2016 1:20,40,10,11.4,756.4333333,91.33333333,8.333333333,10,34.66666667
2/1/2016 1:30,50,10,11.35,756.5,91.5,8,10,32
2/1/2016 1:40,40,10,11.3,756.5666667,91.66666667,7.666666667,10,29.33333333
2/1/2016 1:50,40,10,11.25,756.6333333,91.83333333,7.333333333,10,26.66666667
2/1/2016 2:00,50,20,11.2,756.7,92,7,10,24
2/1/2016 2:10,50,10,11.2,756.8,91.83333333,7.166666667,9.966666667,30.5
2/1/2016 2:20,40,10,11.2,756.9,91.66666667,7.333333333,9.933333333,37
2/1/2016 2:30,30,10,11.2,757,91.5,7.5,9.9,43.5
2/1/2016 2:40,20,10,11.2,757.1,91.33333333,7.666666667,9.866666667,50
2/1/2016 2:50,40,10,11.2,757.2,91.16666667,7.833333333,9.833333333,56.5
2/1/2016 3:00,40,10,11.2,757.3,91,8,9.8,63
2/1/2016 3:10,50,20,11.11666667,757.4333333,91.66666667,7.666666667,9.816666667,62.83333333
2/1/2016 3:20,40,10,11.03333333,757.5666667,92.33333333,7.333333333,9.833333333,62.66666667
2/1/2016 3:30,50,10,10.95,757.7,93,7,9.85,62.5
2/1/2016 3:40,50,10,10.86666667,757.8333333,93.66666667,6.666666667,9.866666667,62.33333333
2/1/2016 3:50,60,10,10.78333333,757.9666667,94.33333333,6.333333333,9.883333333,62.16666667
2/1/2016 4:00,50,10,10.7,758.1,95,6,9.9,62
2/1/2016 4:10,40,20,10.76666667,758.15,94.16666667,6.333333333,9.833333333,62.16666667
2/1/2016 4:20,50,10,10.83333333,758.2,93.33333333,6.666666667,9.766666667,62.33333333
2/1/2016 4:30,40,10,10.9,758.25,92.5,7,9.7,62.5
2/1/2016 4:40,50,10,10.96666667,758.3,91.66666667,7.333333333,9.633333333,62.66666667
2/1/2016 4:50,40,10,11.03333333,758.35,90.83333333,7.666666667,9.566666667,62.83333333
2/1/2016 5:00,50,10,11.1,758.4,90,8,9.5,63
2/1/2016 5:10,50,10,11.01666667,758.4666667,90.66666667,7.666666667,9.533333333,62
2/1/2016 5:20,50,20,10.93333333,758.5333333,91.33333333,7.333333333,9.566666667,61
2/1/2016 5:30,40,10,10.85,758.6,92,7,9.6,60
2/1/2016 5:40,50,10,10.76666667,758.6666667,92.66666667,6.666666667,9.633333333,59
2/1/2016 5:50,40,10,10.68333333,758.7333333,93.33333333,6.333333333,9.666666667,58
2/1/2016 6:00,30,10,10.6,758.8,94,6,9.7,57
2/1/2016 6:10,20,10,10.55,758.85,94,6,9.633333333,51.66666667
2/1/2016 6:20,30,10,10.5,758.9,94,6,9.566666667,46.33333333
2/1/2016 6:30,40,10,10.45,758.95,94,6,9.5,41
2/1/2016 6:40,50,20,10.4,759,94,6,9.433333333,35.66666667
2/1/2016 6:50,50,10,10.35,759.05,94,6,9.366666667,30.33333333
2/1/2016 7:00,40,10,10.3,759.1,94,6,9.3,25
2/1/2016 7:10,40,20,10.35,759.15,93.16666667,6.166666667,9.233333333,24.66666667
2/1/2016 7:20,60,10,10.4,759.2,92.33333333,6.333333333,9.166666667,24.33333333
2/1/2016 7:30,120,20,10.45,759.25,91.5,6.5,9.1,24
2/1/2016 7:40,370,10,10.5,759.3,90.66666667,6.666666667,9.033333333,23.66666667
2/1/2016 7:50,350,20,10.55,759.35,89.83333333,6.833333333,8.966666667,23.33333333
2/1/2016 8:00,330,40,10.6,759.4,89,7,8.9,23
2/1/2016 8:10,60,10,10.66666667,759.45,87.66666667,7.333333333,8.716666667,22.83333333
2/1/2016 8:20,50,10,10.73333333,759.5,86.33333333,7.666666667,8.533333333,22.66666667
2/1/2016 8:30,40,10,10.8,759.55,85,8,8.35,22.5
2/1/2016 8:40,40,10,10.86666667,759.6,83.66666667,8.333333333,8.166666667,22.33333333
2/1/2016 8:50,40,10,10.93333333,759.65,82.33333333,8.666666667,7.983333333,22.16666667
2/1/2016 9:00,40,20,11,759.7,81,9,7.8,22
2/1/2016 9:10,50,10,11.01666667,759.75,80.33333333,8.833333333,7.7,22.16666667
2/1/2016 9:20,50,10,11.03333333,759.8,79.66666667,8.666666667,7.6,22.33333333
2/1/2016 9:30,80,10,11.05,759.85,79,8.5,7.5,22.5
2/1/2016 9:40,140,20,11.06666667,759.9,78.33333333,8.333333333,7.4,22.66666667
2/1/2016 9:50,330,20,11.08333333,759.95,77.66666667,8.166666667,7.3,22.83333333
2/1/2016 10:00,160,30,11.1,760,77,8,7.2,23
2/1/2016 10:10,80,20,11.11666667,760.0333333,76.83333333,8,7.166666667,23.16666667
2/1/2016 10:20,30,20,11.13333333,760.0666667,76.66666667,8,7.133333333,23.33333333
2/1/2016 10:30,60,10,11.15,760.1,76.5,8,7.1,23.5
2/1/2016 10:40,60,10,11.16666667,760.1333333,76.33333333,8,7.066666667,23.66666667
2/1/2016 10:50,60,20,11.18333333,760.1666667,76.16666667,8,7.033333333,23.83333333
2/1/2016 11:00,70,10,11.2,760.2,76,8,7,24
2/1/2016 11:10,40,10,11.21666667,760.2166667,76.16666667,8,7.05,24.33333333
2/1/2016 11:20,470,10,11.23333333,760.2333333,76.33333333,8,7.1,24.66666667
2/1/2016 11:30,710,10,11.25,760.25,76.5,8,7.15,25
2/1/2016 11:40,480,20,11.26666667,760.2666667,76.66666667,8,7.2,25.33333333
2/1/2016 11:50,360,10,11.28333333,760.2833333,76.83333333,8,7.25,25.66666667
2/1/2016 12:00,340,10,11.3,760.3,77,8,7.3,26
2/1/2016 12:10,300,10,11.3,760.25,76.83333333,8.333333333,7.283333333,28.33333333
2/1/2016 12:20,230,10,11.3,760.2,76.66666667,8.666666667,7.266666667,30.66666667
2/1/2016 12:30,260,10,11.3,760.15,76.5,9,7.25,33
2/1/2016 12:40,420,10,11.3,760.1,76.33333333,9.333333333,7.233333333,35.33333333
2/1/2016 12:50,170,20,11.3,760.05,76.16666667,9.666666667,7.216666667,37.66666667
2/1/2016 13:00,80,10,11.3,760,76,10,7.2,40
2/1/2016 13:10,70,10,11.31666667,759.9833333,76.16666667,9.833333333,7.25,38
2/1/2016 13:20,390,10,11.33333333,759.9666667,76.33333333,9.666666667,7.3,36
2/1/2016 13:30,640,10,11.35,759.95,76.5,9.5,7.35,34
2/1/2016 13:40,510,10,11.36666667,759.9333333,76.66666667,9.333333333,7.4,32
2/1/2016 13:50,300,10,11.38333333,759.9166667,76.83333333,9.166666667,7.45,30
2/1/2016 14:00,260,10,11.4,759.9,77,9,7.5,28
2/1/2016 14:10,260,10,11.43333333,759.85,77.16666667,8.833333333,7.55,30
2/1/2016 14:20,220,10,11.46666667,759.8,77.33333333,8.666666667,7.6,32
2/1/2016 14:30,190,10,11.5,759.75,77.5,8.5,7.65,34
2/1/2016 14:40,300,10,11.53333333,759.7,77.66666667,8.333333333,7.7,36
2/1/2016 14:50,430,20,11.56666667,759.65,77.83333333,8.166666667,7.75,38
2/1/2016 15:00,700,10,11.6,759.6,78,8,7.8,40
2/1/2016 15:10,570,10,11.51666667,759.6666667,79,8.333333333,7.916666667,37.33333333
2/1/2016 15:20,330,10,11.43333333,759.7333333,80,8.666666667,8.033333333,34.66666667
2/1/2016 15:30,280,10,11.35,759.8,81,9,8.15,32
2/1/2016 15:40,260,10,11.26666667,759.8666667,82,9.333333333,8.266666667,29.33333333
2/1/2016 15:50,240,10,11.18333333,759.9333333,83,9.666666667,8.383333333,26.66666667
2/1/2016 16:00,230,10,11.1,760,84,10,8.5,24
2/1/2016 16:10,220,10,11.13333333,759.9833333,83.5,10,8.45,26.66666667
2/1/2016 16:20,100,10,11.16666667,759.9666667,83,10,8.4,29.33333333
2/1/2016 16:30,270,10,11.2,759.95,82.5,10,8.35,32
2/1/2016 16:40,330,10,11.23333333,759.9333333,82,10,8.3,34.66666667
2/1/2016 16:50,260,10,11.26666667,759.9166667,81.5,10,8.25,37.33333333
2/1/2016 17:00,310,10,11.3,759.9,81,10,8.2,40
2/1/2016 17:10,430,20,11.31666667,759.9166667,80.5,9.833333333,8.116666667,40
2/1/2016 17:20,420,10,11.33333333,759.9333333,80,9.666666667,8.033333333,40
2/1/2016 17:30,190,10,11.35,759.95,79.5,9.5,7.95,40
2/1/2016 17:40,110,10,11.36666667,759.9666667,79,9.333333333,7.866666667,40
2/1/2016 17:50,120,10,11.38333333,759.9833333,78.5,9.166666667,7.783333333,40
2/1/2016 18:00,120,20,11.4,760,78,9,7.7,40
2/1/2016 18:10,110,10,11.3,760,79,9,7.783333333,40
2/1/2016 18:20,120,10,11.2,760,80,9,7.866666667,40
2/1/2016 18:30,120,20,11.1,760,81,9,7.95,40
2/1/2016 18:40,150,10,11,760,82,9,8.033333333,40
2/1/2016 18:50,490,10,10.9,760,83,9,8.116666667,40
2/1/2016 19:00,580,20,10.8,760,84,9,8.2,40
2/1/2016 19:10,350,20,10.76666667,759.9666667,84.33333333,9,8.233333333,40
2/1/2016 19:20,80,20,10.73333333,759.9333333,84.66666667,9,8.266666667,40
2/1/2016 19:30,90,20,10.7,759.9,85,9,8.3,40
2/1/2016 19:40,80,30,10.66666667,759.8666667,85.33333333,9,8.333333333,40
2/1/2016 19:50,180,30,10.63333333,759.8333333,85.66666667,9,8.366666667,40
2/1/2016 20:00,400,40,10.6,759.8,86,9,8.4,40
2/1/2016 20:10,300,40,10.55,759.8,86.83333333,9,8.466666667,43.66666667
2/1/2016 20:20,90,40,10.5,759.8,87.66666667,9,8.533333333,47.33333333
2/1/2016 20:30,80,40,10.45,759.8,88.5,9,8.6,51
2/1/2016 20:40,70,40,10.4,759.8,89.33333333,9,8.666666667,54.66666667
2/1/2016 20:50,60,30,10.35,759.8,90.16666667,9,8.733333333,58.33333333
2/1/2016 21:00,80,30,10.3,759.8,91,9,8.8,62
2/1/2016 21:10,80,20,10.3,759.8,91.16666667,9,8.833333333,59
2/1/2016 21:20,70,20,10.3,759.8,91.33333333,9,8.866666667,56
2/1/2016 21:30,80,20,10.3,759.8,91.5,9,8.9,53
2/1/2016 21:40,70,30,10.3,759.8,91.66666667,9,8.933333333,50
2/1/2016 21:50,230,20,10.3,759.8,91.83333333,9,8.966666667,47
2/1/2016 22:00,350,20,10.3,759.8,92,9,9,44
2/1/2016 22:10,70,20,10.26666667,759.8,92.33333333,9,9.033333333,47.33333333
2/1/2016 22:20,50,30,10.23333333,759.8,92.66666667,9,9.066666667,50.66666667
2/1/2016 22:30,60,20,10.2,759.8,93,9,9.1,54
2/1/2016 22:40,60,20,10.16666667,759.8,93.33333333,9,9.133333333,57.33333333
2/1/2016 22:50,70,20,10.13333333,759.8,93.66666667,9,9.166666667,60.66666667
2/1/2016 23:00,60,20,10.1,759.8,94,9,9.2,64
2/1/2016 23:10,50,20,10.11666667,759.7666667,94.16666667,9,9.233333333,63.5
2/1/2016 23:20,50,30,10.13333333,759.7333333,94.33333333,9,9.266666667,63
2/1/2016 23:30,60,20,10.15,759.7,94.5,9,9.3,62.5
2/1/2016 23:40,50,20,10.16666667,759.6666667,94.66666667,9,9.333333333,62
2/1/2016 23:50,50,20,10.18333333,759.6333333,94.83333333,9,9.366666667,61.5
2/2/2016 0:00,70,20,10.2,759.6,95,9,9.4,61
2/2/2016 0:10,70,20,10.21666667,759.6,95,8.666666667,9.416666667,58
2/2/2016 0:20,60,30,10.23333333,759.6,95,8.333333333,9.433333333,55
2/2/2016 0:30,60,20,10.25,759.6,95,8,9.45,52
2/2/2016 0:40,60,20,10.26666667,759.6,95,7.666666667,9.466666667,49
2/2/2016 0:50,50,20,10.28333333,759.6,95,7.333333333,9.483333333,46
2/2/2016 1:00,60,30,10.3,759.6,95,7,9.5,43
2/2/2016 1:10,50,0,10.26666667,759.5833333,95.16666667,6.833333333,9.5,45.5
2/2/2016 1:20,40,0,10.23333333,759.5666667,95.33333333,6.666666667,9.5,48
2/2/2016 1:30,50,0,10.2,759.55,95.5,6.5,9.5,50.5
2/2/2016 1:40,50,0,10.16666667,759.5333333,95.66666667,6.333333333,9.5,53
2/2/2016 1:50,50,0,10.13333333,759.5166667,95.83333333,6.166666667,9.5,55.5
2/2/2016 2:00,50,0,10.1,759.5,96,6,9.5,58
2/2/2016 2:10,40,0,10.16666667,759.4833333,95.33333333,6.333333333,9.466666667,55
2/2/2016 2:20,50,0,10.23333333,759.4666667,94.66666667,6.666666667,9.433333333,52
2/2/2016 2:30,40,0,10.3,759.45,94,7,9.4,49
2/2/2016 2:40,40,0,10.36666667,759.4333333,93.33333333,7.333333333,9.366666667,46
2/2/2016 2:50,50,0,10.43333333,759.4166667,92.66666667,7.666666667,9.333333333,43
2/2/2016 3:00,40,0,10.5,759.4,92,8,9.3,40
2/2/2016 3:10,50,0,10.41666667,759.35,93.16666667,7.166666667,9.383333333,40.5
2/2/2016 3:20,50,0,10.33333333,759.3,94.33333333,6.333333333,9.466666667,41
2/2/2016 3:30,50,0,10.25,759.25,95.5,5.5,9.55,41.5
2/2/2016 3:40,50,0,10.16666667,759.2,96.66666667,4.666666667,9.633333333,42
2/2/2016 3:50,40,0,10.08333333,759.15,97.83333333,3.833333333,9.716666667,42.5
2/2/2016 4:00,40,0,10,759.1,99,3,9.8,43
2/2/2016 4:10,40,0,9.916666667,759.0666667,98.33333333,3.666666667,9.616666667,46.33333333
2/2/2016 4:20,50,0,9.833333333,759.0333333,97.66666667,4.333333333,9.433333333,49.66666667
2/2/2016 4:30,50,0,9.75,759,97,5,9.25,53
2/2/2016 4:40,40,0,9.666666667,758.9666667,96.33333333,5.666666667,9.066666667,56.33333333
2/2/2016 4:50,50,0,9.583333333,758.9333333,95.66666667,6.333333333,8.883333333,59.66666667
2/2/2016 5:00,50,0,9.5,758.9,95,7,8.7,63
2/2/2016 5:10,40,0,9.466666667,758.8333333,94.83333333,6.833333333,8.65,63.33333333
2/2/2016 5:20,50,0,9.433333333,758.7666667,94.66666667,6.666666667,8.6,63.66666667
2/2/2016 5:30,40,0,9.4,758.7,94.5,6.5,8.55,64
2/2/2016 5:40,40,0,9.366666667,758.6333333,94.33333333,6.333333333,8.5,64.33333333
2/2/2016 5:50,40,0,9.333333333,758.5666667,94.16666667,6.166666667,8.45,64.66666667
2/2/2016 6:00,50,0,9.3,758.5,94,6,8.4,65
2/2/2016 6:10,50,0,9.333333333,758.45,93.16666667,6,8.3,60.83333333
2/2/2016 6:20,50,0,9.366666667,758.4,92.33333333,6,8.2,56.66666667
2/2/2016 6:30,50,0,9.4,758.35,91.5,6,8.1,52.5
2/2/2016 6:40,40,0,9.433333333,758.3,90.66666667,6,8,48.33333333
2/2/2016 6:50,40,0,9.466666667,758.25,89.83333333,6,7.9,44.16666667
2/2/2016 7:00,50,10,9.5,758.2,89,6,7.8,40
2/2/2016 7:10,50,10,9.433333333,758.1666667,89,6,7.733333333,43.66666667
2/2/2016 7:20,50,40,9.366666667,758.1333333,89,6,7.666666667,47.33333333
2/2/2016 7:30,60,30,9.3,758.1,89,6,7.6,51
2/2/2016 7:40,60,30,9.233333333,758.0666667,89,6,7.533333333,54.66666667
2/2/2016 7:50,60,30,9.166666667,758.0333333,89,6,7.466666667,58.33333333
2/2/2016 8:00,70,30,9.1,758,89,6,7.4,62
2/2/2016 8:10,320,40,9.016666667,757.95,90,6,7.483333333,62
2/2/2016 8:20,200,40,8.933333333,757.9,91,6,7.566666667,62
2/2/2016 8:30,60,20,8.85,757.85,92,6,7.65,62
2/2/2016 8:40,40,30,8.766666667,757.8,93,6,7.733333333,62
2/2/2016 8:50,50,50,8.683333333,757.75,94,6,7.816666667,62
2/2/2016 9:00,60,10,8.6,757.7,95,6,7.9,62
2/2/2016 9:10,80,20,8.616666667,757.6333333,95.33333333,6,7.95,58.66666667
2/2/2016 9:20,60,30,8.633333333,757.5666667,95.66666667,6,8,55.33333333
2/2/2016 9:30,70,20,8.65,757.5,96,6,8.05,52
2/2/2016 9:40,60,30,8.666666667,757.4333333,96.33333333,6,8.1,48.66666667
2/2/2016 9:50,50,20,8.683333333,757.3666667,96.66666667,6,8.15,45.33333333
2/2/2016 10:00,60,20,8.7,757.3,97,6,8.2,42
2/2/2016 10:10,60,30,8.75,757.2833333,97,6,8.25,45.5
2/2/2016 10:20,60,20,8.8,757.2666667,97,6,8.3,49
2/2/2016 10:30,60,30,8.85,757.25,97,6,8.35,52.5
2/2/2016 10:40,80,20,8.9,757.2333333,97,6,8.4,56
2/2/2016 10:50,80,30,8.95,757.2166667,97,6,8.45,59.5
2/2/2016 11:00,80,20,9,757.2,97,6,8.5,63
2/2/2016 11:10,70,30,8.933333333,757.1666667,96.66666667,5.833333333,8.383333333,62.83333333
2/2/2016 11:20,70,20,8.866666667,757.1333333,96.33333333,5.666666667,8.266666667,62.66666667
2/2/2016 11:30,130,20,8.8,757.1,96,5.5,8.15,62.5
2/2/2016 11:40,70,30,8.733333333,757.0666667,95.66666667,5.333333333,8.033333333,62.33333333
2/2/2016 11:50,70,20,8.666666667,757.0333333,95.33333333,5.166666667,7.916666667,62.16666667
2/2/2016 12:00,60,40,8.6,757,95,5,7.8,62
2/2/2016 12:10,60,40,8.55,756.9333333,95,5.166666667,7.766666667,62.16666667
2/2/2016 12:20,60,30,8.5,756.8666667,95,5.333333333,7.733333333,62.33333333
2/2/2016 12:30,60,40,8.45,756.8,95,5.5,7.7,62.5
2/2/2016 12:40,60,40,8.4,756.7333333,95,5.666666667,7.666666667,62.66666667
2/2/2016 12:50,50,0,8.35,756.6666667,95,5.833333333,7.633333333,62.83333333
2/2/2016 13:00,90,10,8.3,756.6,95,6,7.6,63
2/2/2016 13:10,70,10,8.283333333,756.5166667,95,5.833333333,7.583333333,56.33333333
2/2/2016 13:20,50,0,8.266666667,756.4333333,95,5.666666667,7.566666667,49.66666667
2/2/2016 13:30,50,0,8.25,756.35,95,5.5,7.55,43
2/2/2016 13:40,50,0,8.233333333,756.2666667,95,5.333333333,7.533333333,36.33333333
2/2/2016 13:50,40,10,8.216666667,756.1833333,95,5.166666667,7.516666667,29.66666667
2/2/2016 14:00,70,0,8.2,756.1,95,5,7.5,23
2/2/2016 14:10,180,0,8.083333333,756.1166667,94.33333333,5.166666667,7.266666667,23
2/2/2016 14:20,50,0,7.966666667,756.1333333,93.66666667,5.333333333,7.033333333,23
2/2/2016 14:30,60,10,7.85,756.15,93,5.5,6.8,23
2/2/2016 14:40,150,0,7.733333333,756.1666667,92.33333333,5.666666667,6.566666667,23
2/2/2016 14:50,130,0,7.616666667,756.1833333,91.66666667,5.833333333,6.333333333,23
2/2/2016 15:00,60,10,7.5,756.2,91,6,6.1,23
2/2/2016 15:10,50,10,7.5,756.2,90.66666667,6.166666667,6.05,25.83333333
2/2/2016 15:20,50,0,7.5,756.2,90.33333333,6.333333333,6,28.66666667
2/2/2016 15:30,40,0,7.5,756.2,90,6.5,5.95,31.5
2/2/2016 15:40,90,0,7.5,756.2,89.66666667,6.666666667,5.9,34.33333333
2/2/2016 15:50,70,0,7.5,756.2,89.33333333,6.833333333,5.85,37.16666667
2/2/2016 16:00,60,10,7.5,756.2,89,7,5.8,40
2/2/2016 16:10,70,0,7.466666667,756.2333333,89.5,6.666666667,5.833333333,40
2/2/2016 16:20,70,0,7.433333333,756.2666667,90,6.333333333,5.866666667,40
2/2/2016 16:30,60,0,7.4,756.3,90.5,6,5.9,40
2/2/2016 16:40,70,0,7.366666667,756.3333333,91,5.666666667,5.933333333,40
2/2/2016 16:50,60,0,7.333333333,756.3666667,91.5,5.333333333,5.966666667,40
2/2/2016 17:00,40,0,7.3,756.4,92,5,6,40
2/2/2016 17:10,40,0,7.3,756.4833333,91.66666667,5,5.966666667,40
2/2/2016 17:20,50,10,7.3,756.5666667,91.33333333,5,5.933333333,40
2/2/2016 17:30,90,10,7.3,756.65,91,5,5.9,40
2/2/2016 17:40,90,30,7.3,756.7333333,90.66666667,5,5.866666667,40
2/2/2016 17:50,90,20,7.3,756.8166667,90.33333333,5,5.833333333,40
2/2/2016 18:00,100,30,7.3,756.9,90,5,5.8,40
2/2/2016 18:10,100,30,7.266666667,757.0166667,88.83333333,5.166666667,5.566666667,40
2/2/2016 18:20,90,30,7.233333333,757.1333333,87.66666667,5.333333333,5.333333333,40
2/2/2016 18:30,170,30,7.2,757.25,86.5,5.5,5.1,40
2/2/2016 18:40,600,30,7.166666667,757.3666667,85.33333333,5.666666667,4.866666667,40
2/2/2016 18:50,510,10,7.133333333,757.4833333,84.16666667,5.833333333,4.633333333,40
2/2/2016 19:00,110,10,7.1,757.6,83,6,4.4,40
2/2/2016 19:10,100,10,7.033333333,757.6333333,82.66666667,6,4.266666667,38.16666667
2/2/2016 19:20,100,20,6.966666667,757.6666667,82.33333333,6,4.133333333,36.33333333
2/2/2016 19:30,110,30,6.9,757.7,82,6,4,34.5
2/2/2016 19:40,190,30,6.833333333,757.7333333,81.66666667,6,3.866666667,32.66666667
2/2/2016 19:50,140,30,6.766666667,757.7666667,81.33333333,6,3.733333333,30.83333333
2/2/2016 20:00,90,40,6.7,757.8,81,6,3.6,29
2/2/2016 20:10,90,30,6.65,757.85,81.16666667,6,3.583333333,28.66666667
2/2/2016 20:20,90,30,6.6,757.9,81.33333333,6,3.566666667,28.33333333
2/2/2016 20:30,90,30,6.55,757.95,81.5,6,3.55,28
2/2/2016 20:40,120,30,6.5,758,81.66666667,6,3.533333333,27.66666667
2/2/2016 20:50,110,20,6.45,758.05,81.83333333,6,3.516666667,27.33333333
2/2/2016 21:00,120,30,6.4,758.1,82,6,3.5,27
2/2/2016 21:10,110,20,6.266666667,758.15,82.83333333,5.666666667,3.5,26.83333333
2/2/2016 21:20,100,30,6.133333333,758.2,83.66666667,5.333333333,3.5,26.66666667
2/2/2016 21:30,90,20,6,758.25,84.5,5,3.5,26.5
2/2/2016 21:40,90,20,5.866666667,758.3,85.33333333,4.666666667,3.5,26.33333333
2/2/2016 21:50,80,20,5.733333333,758.35,86.16666667,4.333333333,3.5,26.16666667
2/2/2016 22:00,100,20,5.6,758.4,87,4,3.5,26
2/2/2016 22:10,90,30,5.65,758.4166667,86.83333333,4.166666667,3.533333333,26.33333333
2/2/2016 22:20,80,20,5.7,758.4333333,86.66666667,4.333333333,3.566666667,26.66666667
2/2/2016 22:30,100,20,5.75,758.45,86.5,4.5,3.6,27
2/2/2016 22:40,100,30,5.8,758.4666667,86.33333333,4.666666667,3.633333333,27.33333333
2/2/2016 22:50,70,20,5.85,758.4833333,86.16666667,4.833333333,3.666666667,27.66666667
2/2/2016 23:00,40,20,5.9,758.5,86,5,3.7,28
2/2/2016 23:10,30,20,5.816666667,758.5,85.83333333,5.166666667,3.583333333,30
2/2/2016 23:20,50,30,5.733333333,758.5,85.66666667,5.333333333,3.466666667,32
2/2/2016 23:30,60,20,5.65,758.5,85.5,5.5,3.35,34
2/2/2016 23:40,70,20,5.566666667,758.5,85.33333333,5.666666667,3.233333333,36
2/2/2016 23:50,70,20,5.483333333,758.5,85.16666667,5.833333333,3.116666667,38
2/3/2016 0:00,60,30,5.4,758.5,85,6,3,40
2/3/2016 0:10,50,20,5.333333333,758.5,84.5,5.666666667,2.866666667,40
2/3/2016 0:20,60,20,5.266666667,758.5,84,5.333333333,2.733333333,40
2/3/2016 0:30,50,20,5.2,758.5,83.5,5,2.6,40
2/3/2016 0:40,60,30,5.133333333,758.5,83,4.666666667,2.466666667,40
2/3/2016 0:50,80,20,5.066666667,758.5,82.5,4.333333333,2.333333333,40
2/3/2016 1:00,70,10,5,758.5,82,4,2.2,40
2/3/2016 1:10,70,0,4.883333333,758.5,82.5,4,2.15,40
2/3/2016 1:20,60,0,4.766666667,758.5,83,4,2.1,40
2/3/2016 1:30,70,0,4.65,758.5,83.5,4,2.05,40
2/3/2016 1:40,50,0,4.533333333,758.5,84,4,2,40
2/3/2016 1:50,70,0,4.416666667,758.5,84.5,4,1.95,40
2/3/2016 2:00,60,0,4.3,758.5,85,4,1.9,40
2/3/2016 2:10,60,0,4.333333333,758.45,85.66666667,4,2.05,38
2/3/2016 2:20,70,0,4.366666667,758.4,86.33333333,4,2.2,36
2/3/2016 2:30,60,0,4.4,758.35,87,4,2.35,34
2/3/2016 2:40,80,0,4.433333333,758.3,87.66666667,4,2.5,32
2/3/2016 2:50,60,0,4.466666667,758.25,88.33333333,4,2.65,30
2/3/2016 3:00,50,0,4.5,758.2,89,4,2.8,28
2/3/2016 3:10,40,0,4.5,758.15,89,4.166666667,2.816666667,30
2/3/2016 3:20,40,0,4.5,758.1,89,4.333333333,2.833333333,32
2/3/2016 3:30,40,0,4.5,758.05,89,4.5,2.85,34
2/3/2016 3:40,60,0,4.5,758,89,4.666666667,2.866666667,36
2/3/2016 3:50,60,0,4.5,757.95,89,4.833333333,2.883333333,38
2/3/2016 4:00,70,0,4.5,757.9,89,5,2.9,40
2/3/2016 4:10,60,0,4.55,757.8666667,89.16666667,4.833333333,2.966666667,38.16666667
2/3/2016 4:20,60,0,4.6,757.8333333,89.33333333,4.666666667,3.033333333,36.33333333
2/3/2016 4:30,50,0,4.65,757.8,89.5,4.5,3.1,34.5
2/3/2016 4:40,60,0,4.7,757.7666667,89.66666667,4.333333333,3.166666667,32.66666667
2/3/2016 4:50,60,0,4.75,757.7333333,89.83333333,4.166666667,3.233333333,30.83333333
2/3/2016 5:00,50,0,4.8,757.7,90,4,3.3,29
2/3/2016 5:10,60,0,4.75,757.6833333,89.83333333,4,3.216666667,30.83333333
