ProductCode,Sales,week_date
120,37,2/18/2019
120,39,2/25/2019
120,32,3/4/2019
120,31,3/11/2019
120,38,3/18/2019
120,38,3/25/2019
120,35,4/1/2019
120,47,4/8/2019
120,52,4/15/2019
120,42,4/22/2019
120,32,4/29/2019
120,34,5/6/2019
120,26,5/13/2019
120,30,5/20/2019
120,42,5/27/2019
120,31,6/3/2019
120,29,6/10/2019
120,24,6/17/2019
120,36,6/24/2019
120,16,7/1/2019
120,27,7/8/2019
120,36,7/15/2019
120,35,7/22/2019
120,33,7/29/2019
120,27,8/5/2019
120,30,8/12/2019
120,31,8/19/2019
120,28,8/26/2019
120,18,9/2/2019
120,31,9/9/2019
120,27,9/16/2019
120,35,9/23/2019
120,37,9/30/2019
120,48,10/7/2019
120,27,10/14/2019
120,46,10/21/2019
120,34,10/28/2019
120,26,11/4/2019
120,27,11/11/2019
120,38,11/18/2019
120,37,11/25/2019
120,27,12/2/2019
120,29,12/9/2019
120,32,12/16/2019
121,7,12/24/2018
121,10,12/31/2018
121,8,1/7/2019
121,10,1/14/2019
121,11,1/21/2019
121,10,1/28/2019
121,9,2/4/2019
121,9,2/11/2019
121,11,2/18/2019
121,7,2/25/2019
121,14,3/4/2019
121,12,3/11/2019
121,10,3/18/2019
121,11,3/25/2019
121,9,4/1/2019
121,14,4/8/2019
121,7,4/15/2019
121,8,4/22/2019
121,11,4/29/2019
121,6,5/6/2019
121,8,5/13/2019
121,11,5/20/2019
121,7,5/27/2019
121,9,6/3/2019
121,13,6/10/2019
121,11,6/17/2019
121,11,6/24/2019
121,4,7/1/2019
121,8,7/8/2019
121,6,7/15/2019
121,6,7/22/2019
121,11,7/29/2019
121,4,8/5/2019
121,16,8/12/2019
121,5,8/19/2019
121,6,8/26/2019
121,13,9/2/2019
121,8,9/9/2019
121,7,9/16/2019
121,8,9/23/2019
121,9,9/30/2019
121,5,10/7/2019
121,4,10/14/2019
121,12,10/21/2019
121,6,10/28/2019
121,4,11/4/2019
121,11,11/11/2019
121,10,11/18/2019
121,6,11/25/2019
121,10,12/2/2019
121,6,12/9/2019
121,12,12/16/2019
122,7,12/24/2018
122,10,12/31/2018
122,7,1/7/2019
122,8,1/14/2019
122,11,1/21/2019
122,2,1/28/2019
122,9,2/4/2019
122,7,2/11/2019
122,12,2/18/2019
122,17,2/25/2019
122,8,3/4/2019
122,8,3/11/2019
122,6,3/18/2019
122,19,3/25/2019
122,5,4/1/2019
122,17,4/8/2019
122,6,4/15/2019
122,12,4/22/2019
122,11,4/29/2019
122,7,5/6/2019
122,4,5/13/2019
122,10,5/20/2019
122,12,5/27/2019
122,10,6/3/2019
122,7,6/10/2019
122,10,6/17/2019
122,4,6/24/2019
122,5,7/1/2019
122,14,7/8/2019
122,11,7/15/2019
122,6,7/22/2019
122,9,7/29/2019
122,6,8/5/2019
122,9,8/12/2019
122,13,8/19/2019
122,9,8/26/2019
122,11,9/2/2019
122,5,9/9/2019
122,7,9/16/2019
122,6,9/23/2019
122,11,9/30/2019
122,11,10/7/2019
122,12,10/14/2019
122,6,10/21/2019
122,11,10/28/2019
122,14,11/4/2019
122,13,11/11/2019
122,6,11/18/2019
122,9,11/25/2019
122,1,12/2/2019
122,1,12/9/2019
122,12,12/16/2019
123,5,12/24/2018
123,5,12/31/2018
123,3,1/7/2019
123,6,1/14/2019
123,4,1/21/2019
123,6,1/28/2019
123,4,2/4/2019
123,7,2/11/2019
123,4,2/18/2019
123,2,2/25/2019
123,4,3/4/2019
123,4,3/11/2019
123,3,3/18/2019
123,3,3/25/2019
123,5,4/1/2019
123,2,4/8/2019
123,5,4/15/2019
123,1,4/22/2019
123,0,4/29/2019
123,5,5/6/2019
123,4,5/13/2019
123,6,5/20/2019
123,5,5/27/2019
123,5,6/3/2019
123,0,6/10/2019
123,7,6/17/2019
123,5,6/24/2019
123,0,7/1/2019
123,5,7/8/2019
123,1,7/15/2019
123,3,7/22/2019
123,5,7/29/2019
123,5,8/5/2019
123,0,8/12/2019
123,2,8/19/2019
123,2,8/26/2019
123,5,9/2/2019
123,2,9/9/2019
123,3,9/16/2019
123,2,9/23/2019
123,2,9/30/2019
123,5,10/7/2019
123,4,10/14/2019
123,3,10/21/2019
123,2,10/28/2019
123,5,11/4/2019
123,4,11/11/2019
123,5,11/18/2019
123,3,11/25/2019
123,2,12/2/2019
123,3,12/9/2019
123,4,12/16/2019
124,4,12/24/2018
124,6,12/31/2018
124,0,1/7/2019
124,7,1/14/2019
124,4,1/21/2019
124,3,1/28/2019
124,5,2/4/2019
124,4,2/11/2019
124,2,2/18/2019
124,7,2/25/2019
124,11,3/4/2019
124,6,3/11/2019
124,8,3/18/2019
124,4,3/25/2019
124,4,4/1/2019
124,10,4/8/2019
124,5,4/15/2019
124,3,4/22/2019
124,4,4/29/2019
124,3,5/6/2019
124,4,5/13/2019
124,3,5/20/2019
124,4,5/27/2019
124,6,6/3/2019
124,8,6/10/2019
124,6,6/17/2019
124,4,6/24/2019
124,0,7/1/2019
124,1,7/8/2019
124,2,7/15/2019
124,7,7/22/2019
124,5,7/29/2019
124,3,8/5/2019
124,6,8/12/2019
124,6,8/19/2019
124,4,8/26/2019
124,1,9/2/2019
124,1,9/9/2019
124,6,9/16/2019
124,6,9/23/2019
124,5,9/30/2019
124,4,10/7/2019
124,4,10/14/2019
124,11,10/21/2019
124,2,10/28/2019
124,3,11/4/2019
124,8,11/11/2019
124,3,11/18/2019
124,2,11/25/2019
124,2,12/2/2019
124,9,12/9/2019
124,4,12/16/2019
125,6,12/24/2018
125,9,12/31/2018
125,5,1/7/2019
125,10,1/14/2019
125,6,1/21/2019
125,9,1/28/2019
125,10,2/4/2019
125,8,2/11/2019
125,15,2/18/2019
125,14,2/25/2019
125,15,3/4/2019
125,10,3/11/2019
125,11,3/18/2019
125,8,3/25/2019
125,9,4/1/2019
125,6,4/8/2019
125,9,4/15/2019
125,11,4/22/2019
125,3,4/29/2019
125,9,5/6/2019
125,11,5/13/2019
125,13,5/20/2019
125,9,5/27/2019
125,11,6/3/2019
125,6,6/10/2019
125,13,6/17/2019
125,5,6/24/2019
125,6,7/1/2019
125,7,7/8/2019
125,8,7/15/2019
125,10,7/22/2019
125,6,7/29/2019
125,6,8/5/2019
125,14,8/12/2019
125,7,8/19/2019
125,8,8/26/2019
125,4,9/2/2019
125,6,9/9/2019
125,9,9/16/2019
125,7,9/23/2019
125,4,9/30/2019
125,2,10/7/2019
125,9,10/14/2019
125,6,10/21/2019
125,7,10/28/2019
125,10,11/4/2019
125,6,11/11/2019
125,8,11/18/2019
125,7,11/25/2019
125,18,12/2/2019
125,3,12/9/2019
125,6,12/16/2019
126,3,12/24/2018
126,8,12/31/2018
126,8,1/7/2019
126,3,1/14/2019
126,5,1/21/2019
126,3,1/28/2019
126,6,2/4/2019
126,3,2/11/2019
126,5,2/18/2019
126,6,2/25/2019
126,6,3/4/2019
126,2,3/11/2019
126,5,3/18/2019
126,3,3/25/2019
126,9,4/1/2019
126,2,4/8/2019
126,4,4/15/2019
126,6,4/22/2019
126,4,4/29/2019
126,2,5/6/2019
126,2,5/13/2019
126,2,5/20/2019
126,6,5/27/2019
126,1,6/3/2019
126,2,6/10/2019
126,3,6/17/2019
126,7,6/24/2019
126,5,7/1/2019
126,1,7/8/2019
126,2,7/15/2019
126,4,7/22/2019
126,5,7/29/2019
126,3,8/5/2019
126,4,8/12/2019
126,4,8/19/2019
126,5,8/26/2019
126,5,9/2/2019
126,5,9/9/2019
126,4,9/16/2019
126,9,9/23/2019
126,0,9/30/2019
126,3,10/7/2019
126,6,10/14/2019
126,2,10/21/2019
126,5,10/28/2019
126,4,11/4/2019
126,2,11/11/2019
126,4,11/18/2019
126,6,11/25/2019
126,11,12/2/2019
126,5,12/9/2019
126,5,12/16/2019
127,4,12/24/2018
127,0,12/31/2018
127,2,1/7/2019
127,2,1/14/2019
127,2,1/21/2019
127,1,1/28/2019
127,3,2/4/2019
127,2,2/11/2019
127,1,2/18/2019
127,3,2/25/2019
127,1,3/4/2019
127,0,3/11/2019
127,7,3/18/2019
127,2,3/25/2019
127,6,4/1/2019
127,1,4/8/2019
127,4,4/15/2019
127,0,4/22/2019
127,3,4/29/2019
127,7,5/6/2019
127,7,5/13/2019
127,3,5/20/2019
127,2,5/27/2019
127,0,6/3/2019
127,2,6/10/2019
127,1,6/17/2019
127,1,6/24/2019
127,3,7/1/2019
127,2,7/8/2019
127,3,7/15/2019
127,4,7/22/2019
127,2,7/29/2019
127,2,8/5/2019
127,0,8/12/2019
127,0,8/19/2019
127,3,8/26/2019
127,1,9/2/2019
127,4,9/9/2019
127,0,9/16/2019
127,3,9/23/2019
127,0,9/30/2019
127,2,10/7/2019
127,2,10/14/2019
127,1,10/21/2019
127,3,10/28/2019
127,5,11/4/2019
127,2,11/11/2019
127,1,11/18/2019
127,3,11/25/2019
127,3,12/2/2019
127,1,12/9/2019
127,0,12/16/2019
128,36,12/24/2018
128,43,12/31/2018
128,28,1/7/2019
128,39,1/14/2019
128,41,1/21/2019
128,37,1/28/2019
128,41,2/4/2019
128,45,2/11/2019
128,43,2/18/2019
128,40,2/25/2019
128,46,3/4/2019
128,40,3/11/2019
128,40,3/18/2019
128,33,3/25/2019
128,35,4/1/2019
128,31,4/8/2019
128,35,4/15/2019
128,32,4/22/2019
128,38,4/29/2019
128,40,5/6/2019
128,29,5/13/2019
128,48,5/20/2019
128,31,5/27/2019
128,48,6/3/2019
128,34,6/10/2019
128,18,6/17/2019
128,25,6/24/2019
128,34,7/1/2019
128,40,7/8/2019
128,26,7/15/2019
128,38,7/22/2019
128,28,7/29/2019
128,29,8/5/2019
128,36,8/12/2019
128,26,8/19/2019
128,37,8/26/2019
128,35,9/2/2019
128,19,9/9/2019
128,33,9/16/2019
128,30,9/23/2019
128,28,9/30/2019
128,50,10/7/2019
128,50,10/14/2019
128,26,10/21/2019
128,42,10/28/2019
128,42,11/4/2019
128,29,11/11/2019
128,38,11/18/2019
128,36,11/25/2019
128,26,12/2/2019
128,29,12/9/2019
128,22,12/16/2019
129,21,12/24/2018
129,36,12/31/2018
129,44,1/7/2019
129,47,1/14/2019
129,26,1/21/2019
129,33,1/28/2019
129,30,2/4/2019
129,27,2/11/2019
129,37,2/18/2019
129,34,2/25/2019
129,41,3/4/2019
129,45,3/11/2019
129,41,3/18/2019
129,36,3/25/2019
129,37,4/1/2019
129,43,4/8/2019
129,44,4/15/2019
129,44,4/22/2019
129,35,4/29/2019
129,33,5/6/2019
129,52,5/13/2019
129,40,5/20/2019
129,48,5/27/2019
129,30,6/3/2019
129,36,6/10/2019
129,23,6/17/2019
129,28,6/24/2019
129,22,7/1/2019
129,39,7/8/2019
129,35,7/15/2019
129,17,7/22/2019
129,40,7/29/2019
129,43,8/5/2019
129,36,8/12/2019
129,37,8/19/2019
129,46,8/26/2019
129,30,9/2/2019
129,35,9/9/2019
129,39,9/16/2019
129,38,9/23/2019
129,36,9/30/2019
129,28,10/7/2019
129,29,10/14/2019
129,29,10/21/2019
129,35,10/28/2019
129,41,11/4/2019
129,30,11/11/2019
129,31,11/18/2019
129,35,11/25/2019
129,38,12/2/2019
129,30,12/9/2019
129,22,12/16/2019
130,19,12/24/2018
130,53,12/31/2018
130,43,1/7/2019
130,41,1/14/2019
130,39,1/21/2019
130,46,1/28/2019
130,45,2/4/2019
130,31,2/11/2019
130,50,2/18/2019
130,46,2/25/2019
130,39,3/4/2019
130,35,3/11/2019
130,38,3/18/2019
130,29,3/25/2019
130,37,4/1/2019
130,28,4/8/2019
130,32,4/15/2019
130,46,4/22/2019
130,49,4/29/2019
130,28,5/6/2019
130,43,5/13/2019
130,42,5/20/2019
130,46,5/27/2019
130,29,6/3/2019
130,35,6/10/2019
130,20,6/17/2019
130,46,6/24/2019
130,27,7/1/2019
130,29,7/8/2019
130,32,7/15/2019
130,16,7/22/2019
130,37,7/29/2019
130,29,8/5/2019
130,27,8/12/2019
130,36,8/19/2019
130,26,8/26/2019
130,30,9/2/2019
130,37,9/9/2019
130,30,9/16/2019
130,31,9/23/2019
130,25,9/30/2019
130,36,10/7/2019
130,35,10/14/2019
130,32,10/21/2019
130,22,10/28/2019
130,36,11/4/2019
130,30,11/11/2019
130,26,11/18/2019
130,31,11/25/2019
130,29,12/2/2019
130,26,12/9/2019
130,15,12/16/2019
131,29,12/24/2018
131,32,12/31/2018
131,32,1/7/2019
131,35,1/14/2019
131,49,1/21/2019
131,38,1/28/2019
131,34,2/4/2019
131,43,2/11/2019
131,39,2/18/2019
131,31,2/25/2019
131,45,3/4/2019
131,38,3/11/2019
131,40,3/18/2019
131,40,3/25/2019
131,42,4/1/2019
131,45,4/8/2019
131,34,4/15/2019
131,37,4/22/2019
131,38,4/29/2019
131,43,5/6/2019
131,41,5/13/2019
131,32,5/20/2019
131,36,5/27/2019
131,35,6/3/2019
131,36,6/10/2019
131,28,6/17/2019
131,32,6/24/2019
131,27,7/1/2019
131,30,7/8/2019
131,26,7/15/2019
131,35,7/22/2019
131,19,7/29/2019
131,31,8/5/2019
131,24,8/12/2019
131,40,8/19/2019
131,33,8/26/2019
131,28,9/2/2019
131,32,9/9/2019
131,28,9/16/2019
131,22,9/23/2019
131,39,9/30/2019
131,25,10/7/2019
131,32,10/14/2019
131,30,10/21/2019
131,32,10/28/2019
131,38,11/4/2019
131,31,11/11/2019
131,29,11/18/2019
131,37,11/25/2019
131,30,12/2/2019
131,19,12/9/2019
131,24,12/16/2019
132,39,12/24/2018
132,36,12/31/2018
132,45,1/7/2019
132,41,1/14/2019
132,43,1/21/2019
132,37,1/28/2019
132,38,2/4/2019
132,39,2/11/2019
132,32,2/18/2019
132,45,2/25/2019
132,48,3/4/2019
132,32,3/11/2019
132,36,3/18/2019
132,40,3/25/2019
132,37,4/1/2019
132,28,4/8/2019
132,30,4/15/2019
132,32,4/22/2019
132,41,4/29/2019
132,45,5/6/2019
132,41,5/13/2019
132,39,5/20/2019
132,36,5/27/2019
132,58,6/3/2019
132,29,6/10/2019
132,21,6/17/2019
132,22,6/24/2019
132,31,7/1/2019
132,29,7/8/2019
132,38,7/15/2019
132,37,7/22/2019
132,25,7/29/2019
132,23,8/5/2019
132,33,8/12/2019
132,36,8/19/2019
132,33,8/26/2019
132,32,9/2/2019
132,34,9/9/2019
132,35,9/16/2019
132,22,9/23/2019
132,30,9/30/2019
132,40,10/7/2019
132,39,10/14/2019
132,34,10/21/2019
132,26,10/28/2019
132,34,11/4/2019
132,44,11/11/2019
132,39,11/18/2019
132,29,11/25/2019
132,29,12/2/2019
132,37,12/9/2019
132,20,12/16/2019
133,30,12/24/2018
133,48,12/31/2018
133,29,1/7/2019
133,38,1/14/2019
133,40,1/21/2019
133,42,1/28/2019
133,47,2/4/2019
133,42,2/11/2019
133,33,2/18/2019
133,38,2/25/2019
133,47,3/4/2019
133,32,3/11/2019
133,40,3/18/2019
133,30,3/25/2019
133,42,4/1/2019
133,42,4/8/2019
133,42,4/15/2019
133,40,4/22/2019
133,34,4/29/2019
133,47,5/6/2019
133,38,5/13/2019
133,32,5/20/2019
133,28,5/27/2019
133,39,6/3/2019
133,32,6/10/2019
133,27,6/17/2019
133,27,6/24/2019
133,29,7/1/2019
133,30,7/8/2019
133,25,7/15/2019
133,32,7/22/2019
133,30,7/29/2019
133,27,8/5/2019
133,28,8/12/2019
133,31,8/19/2019
133,34,8/26/2019
133,34,9/2/2019
133,32,9/9/2019
133,41,9/16/2019
133,42,9/23/2019
133,37,9/30/2019
133,36,10/7/2019
133,28,10/14/2019
133,30,10/21/2019
133,27,10/28/2019
133,23,11/4/2019
133,37,11/11/2019
133,31,11/18/2019
133,38,11/25/2019
133,27,12/2/2019
133,29,12/9/2019
133,17,12/16/2019
134,32,12/24/2018
134,41,12/31/2018
134,50,1/7/2019
134,35,1/14/2019
134,36,1/21/2019
134,35,1/28/2019
134,41,2/4/2019
134,33,2/11/2019
134,32,2/18/2019
134,34,2/25/2019
134,38,3/4/2019
134,29,3/11/2019
134,42,3/18/2019
134,52,3/25/2019
134,57,4/1/2019
134,31,4/8/2019
134,34,4/15/2019
134,24,4/22/2019
134,30,4/29/2019
134,38,5/6/2019
134,42,5/13/2019
134,39,5/20/2019
134,50,5/27/2019
134,30,6/3/2019
134,26,6/10/2019
134,36,6/17/2019
134,37,6/24/2019
134,25,7/1/2019
134,31,7/8/2019
134,22,7/15/2019
134,19,7/22/2019
134,40,7/29/2019
134,43,8/5/2019
134,19,8/12/2019
134,33,8/19/2019
134,38,8/26/2019
134,55,9/2/2019
134,33,9/9/2019
134,43,9/16/2019
134,39,9/23/2019
134,29,9/30/2019
134,45,10/7/2019
134,25,10/14/2019
134,32,10/21/2019
134,37,10/28/2019
134,33,11/4/2019
134,35,11/11/2019
134,31,11/18/2019
134,45,11/25/2019
134,32,12/2/2019
134,27,12/9/2019
134,26,12/16/2019
135,38,12/24/2018
135,32,12/31/2018
135,36,1/7/2019
135,37,1/14/2019
135,42,1/21/2019
135,33,1/28/2019
135,56,2/4/2019
135,37,2/11/2019
135,39,2/18/2019
135,31,2/25/2019
135,43,3/4/2019
135,45,3/11/2019
135,39,3/18/2019
135,55,3/25/2019
135,43,4/1/2019
135,45,4/8/2019
135,47,4/15/2019
135,41,4/22/2019
135,43,4/29/2019
135,29,5/6/2019
135,50,5/13/2019
135,43,5/20/2019
135,48,5/27/2019
135,39,6/3/2019
135,39,6/10/2019
135,27,6/17/2019
135,31,6/24/2019
135,35,7/1/2019
135,28,7/8/2019
135,32,7/15/2019
135,24,7/22/2019
135,44,7/29/2019
135,30,8/5/2019
135,23,8/12/2019
135,33,8/19/2019
135,32,8/26/2019
135,38,9/2/2019
135,38,9/9/2019
135,43,9/16/2019
135,34,9/23/2019
135,40,9/30/2019
135,28,10/7/2019
135,38,10/14/2019
135,30,10/21/2019
135,36,10/28/2019
135,37,11/4/2019
135,34,11/11/2019
135,39,11/18/2019
135,44,11/25/2019
135,31,12/2/2019
135,25,12/9/2019
135,16,12/16/2019
136,39,12/24/2018
136,37,12/31/2018
136,39,1/7/2019
136,52,1/14/2019
136,38,1/21/2019
136,28,1/28/2019
136,51,2/4/2019
136,39,2/11/2019
136,42,2/18/2019
136,37,2/25/2019
136,35,3/4/2019
136,47,3/11/2019
136,32,3/18/2019
136,32,3/25/2019
136,45,4/1/2019
136,36,4/8/2019
136,34,4/15/2019
136,55,4/22/2019
136,40,4/29/2019
136,28,5/6/2019
136,49,5/13/2019
136,43,5/20/2019
136,39,5/27/2019
136,34,6/3/2019
136,28,6/10/2019
136,25,6/17/2019
136,40,6/24/2019
136,35,7/1/2019
136,36,7/8/2019
136,31,7/15/2019
136,26,7/22/2019
136,24,7/29/2019
136,21,8/5/2019
136,37,8/12/2019
136,29,8/19/2019
136,38,8/26/2019
136,32,9/2/2019
136,30,9/9/2019
136,31,9/16/2019
136,39,9/23/2019
136,44,9/30/2019
136,40,10/7/2019
136,35,10/14/2019
136,40,10/21/2019
136,27,10/28/2019
136,25,11/4/2019
136,31,11/11/2019
136,28,11/18/2019
136,50,11/25/2019
136,32,12/2/2019
136,38,12/9/2019
136,16,12/16/2019
137,37,12/24/2018
137,41,12/31/2018
137,43,1/7/2019
137,41,1/14/2019
137,40,1/21/2019
137,47,1/28/2019
137,54,2/4/2019
137,30,2/11/2019
137,43,2/18/2019
137,40,2/25/2019
137,33,3/4/2019
137,45,3/11/2019
137,35,3/18/2019
137,43,3/25/2019
137,41,4/1/2019
137,44,4/8/2019
137,34,4/15/2019
137,35,4/22/2019
137,34,4/29/2019
137,36,5/6/2019
137,36,5/13/2019
137,31,5/20/2019
137,46,5/27/2019
137,31,6/3/2019
137,43,6/10/2019
137,28,6/17/2019
137,39,6/24/2019
137,26,7/1/2019
137,30,7/8/2019
137,22,7/15/2019
137,31,7/22/2019
137,30,7/29/2019
137,48,8/5/2019
137,24,8/12/2019
137,41,8/19/2019
137,41,8/26/2019
137,42,9/2/2019
137,36,9/9/2019
137,32,9/16/2019
137,33,9/23/2019
137,28,9/30/2019
137,34,10/7/2019
137,43,10/14/2019
137,44,10/21/2019
137,23,10/28/2019
137,42,11/4/2019
137,30,11/11/2019
137,33,11/18/2019
137,37,11/25/2019
137,40,12/2/2019
137,26,12/9/2019
137,28,12/16/2019
138,36,12/24/2018
138,44,12/31/2018
138,22,1/7/2019
138,35,1/14/2019
138,34,1/21/2019
138,34,1/28/2019
138,38,2/4/2019
138,34,2/11/2019
138,26,2/18/2019
138,36,2/25/2019
138,33,3/4/2019
138,28,3/11/2019
138,43,3/18/2019
138,38,3/25/2019
138,19,4/1/2019
138,40,4/8/2019
138,41,4/15/2019
138,32,4/22/2019
138,41,4/29/2019
138,36,5/6/2019
138,51,5/13/2019
138,29,5/20/2019
138,29,5/27/2019
138,32,6/3/2019
138,24,6/10/2019
138,23,6/17/2019
138,19,6/24/2019
138,32,7/1/2019
138,26,7/8/2019
138,28,7/15/2019
138,31,7/22/2019
138,22,7/29/2019
138,49,8/5/2019
138,35,8/12/2019
138,29,8/19/2019
138,38,8/26/2019
138,29,9/2/2019
138,31,9/9/2019
138,25,9/16/2019
138,21,9/23/2019
138,22,9/30/2019
138,32,10/7/2019
138,28,10/14/2019
138,31,10/21/2019
138,39,10/28/2019
138,29,11/4/2019
138,29,11/11/2019
138,34,11/18/2019
138,27,11/25/2019
138,40,12/2/2019
138,35,12/9/2019
138,24,12/16/2019
139,32,12/24/2018
139,36,12/31/2018
139,32,1/7/2019
139,38,1/14/2019
139,47,1/21/2019
139,31,1/28/2019
139,48,2/4/2019
139,27,2/11/2019
139,41,2/18/2019
139,36,2/25/2019
139,31,3/4/2019
139,34,3/11/2019
139,47,3/18/2019
139,39,3/25/2019
139,38,4/1/2019
139,38,4/8/2019
139,47,4/15/2019
139,36,4/22/2019
139,41,4/29/2019
139,44,5/6/2019
139,40,5/13/2019
139,35,5/20/2019
139,40,5/27/2019
139,32,6/3/2019
139,31,6/10/2019
139,37,6/17/2019
139,24,6/24/2019
139,32,7/1/2019
139,25,7/8/2019
139,23,7/15/2019
139,28,7/22/2019
139,28,7/29/2019
139,21,8/5/2019
139,39,8/12/2019
139,36,8/19/2019
139,30,8/26/2019
139,29,9/2/2019
139,27,9/9/2019
139,23,9/16/2019
139,23,9/23/2019
139,30,9/30/2019
139,31,10/7/2019
139,27,10/14/2019
139,32,10/21/2019
139,23,10/28/2019
139,25,11/4/2019
139,38,11/11/2019
139,24,11/18/2019
139,23,11/25/2019
139,32,12/2/2019
139,35,12/9/2019
139,24,12/16/2019
140,28,12/24/2018
140,36,12/31/2018
140,41,1/7/2019
140,46,1/14/2019
140,34,1/21/2019
140,38,1/28/2019
140,38,2/4/2019
140,28,2/11/2019
140,34,2/18/2019
140,27,2/25/2019
140,28,3/4/2019
140,39,3/11/2019
140,45,3/18/2019
140,19,3/25/2019
140,32,4/1/2019
140,44,4/8/2019
140,33,4/15/2019
140,24,4/22/2019
140,38,4/29/2019
140,39,5/6/2019
140,38,5/13/2019
140,31,5/20/2019
140,41,5/27/2019
140,37,6/3/2019
140,34,6/10/2019
140,26,6/17/2019
140,27,6/24/2019
140,26,7/1/2019
140,36,7/8/2019
140,34,7/15/2019
140,39,7/22/2019
140,37,7/29/2019
140,30,8/5/2019
140,39,8/12/2019
140,33,8/19/2019
140,38,8/26/2019
140,31,9/2/2019
140,34,9/9/2019
140,27,9/16/2019
140,33,9/23/2019
140,28,9/30/2019
140,39,10/7/2019
140,28,10/14/2019
140,34,10/21/2019
140,29,10/28/2019
140,27,11/4/2019
140,35,11/11/2019
140,34,11/18/2019
140,35,11/25/2019
140,32,12/2/2019
140,23,12/9/2019
140,29,12/16/2019
141,27,12/24/2018
141,45,12/31/2018
141,40,1/7/2019
141,34,1/14/2019
141,31,1/21/2019
141,35,1/28/2019
141,37,2/4/2019
141,40,2/11/2019
141,40,2/18/2019
141,37,2/25/2019
141,34,3/4/2019
141,25,3/11/2019
141,29,3/18/2019
141,30,3/25/2019
141,42,4/1/2019
141,35,4/8/2019
141,37,4/15/2019
141,42,4/22/2019
141,38,4/29/2019
141,33,5/6/2019
141,38,5/13/2019
141,39,5/20/2019
141,33,5/27/2019
141,41,6/3/2019
141,24,6/10/2019
141,20,6/17/2019
141,25,6/24/2019
141,32,7/1/2019
141,25,7/8/2019
141,32,7/15/2019
141,27,7/22/2019
141,28,7/29/2019
141,34,8/5/2019
141,39,8/12/2019
141,19,8/19/2019
141,32,8/26/2019
141,23,9/2/2019
141,30,9/9/2019
141,33,9/16/2019
141,34,9/23/2019
141,23,9/30/2019
141,28,10/7/2019
141,34,10/14/2019
141,27,10/21/2019
141,39,10/28/2019
141,36,11/4/2019
141,39,11/11/2019
141,35,11/18/2019
141,22,11/25/2019
141,35,12/2/2019
141,16,12/9/2019
141,23,12/16/2019
142,23,12/24/2018
142,29,12/31/2018
142,40,1/7/2019
142,43,1/14/2019
142,34,1/21/2019
142,30,1/28/2019
142,42,2/4/2019
142,43,2/11/2019
142,35,2/18/2019
142,35,2/25/2019
142,43,3/4/2019
142,37,3/11/2019
142,25,3/18/2019
142,42,3/25/2019
142,42,4/1/2019
142,39,4/8/2019
142,43,4/15/2019
142,42,4/22/2019
142,16,4/29/2019
142,33,5/6/2019
142,19,5/13/2019
142,33,5/20/2019
142,37,5/27/2019
142,36,6/3/2019
142,21,6/10/2019
142,31,6/17/2019
142,25,6/24/2019
142,30,7/1/2019
142,25,7/8/2019
142,22,7/15/2019
142,22,7/22/2019
142,38,7/29/2019
142,35,8/5/2019
142,37,8/12/2019
142,24,8/19/2019
142,20,8/26/2019
142,20,9/2/2019
142,31,9/9/2019
142,20,9/16/2019
142,42,9/23/2019
142,24,9/30/2019
142,26,10/7/2019
142,27,10/14/2019
142,24,10/21/2019
142,31,10/28/2019
142,39,11/4/2019
142,37,11/11/2019
142,30,11/18/2019
142,46,11/25/2019
142,41,12/2/2019
142,29,12/9/2019
142,25,12/16/2019
143,31,12/24/2018
143,35,12/31/2018
143,29,1/7/2019
143,42,1/14/2019
143,31,1/21/2019
143,35,1/28/2019
143,28,2/4/2019
143,41,2/11/2019
143,49,2/18/2019
143,41,2/25/2019
143,36,3/4/2019
143,27,3/11/2019
143,39,3/18/2019
143,43,3/25/2019
143,33,4/1/2019
143,47,4/8/2019
143,43,4/15/2019
143,34,4/22/2019
143,43,4/29/2019
143,40,5/6/2019
143,36,5/13/2019
143,35,5/20/2019
143,36,5/27/2019
143,41,6/3/2019
143,35,6/10/2019
143,30,6/17/2019
143,27,6/24/2019
143,30,7/1/2019
143,28,7/8/2019
143,25,7/15/2019
143,47,7/22/2019
143,21,7/29/2019
143,32,8/5/2019
143,41,8/12/2019
143,22,8/19/2019
143,27,8/26/2019
143,27,9/2/2019
143,17,9/9/2019
143,29,9/16/2019
143,22,9/23/2019
143,27,9/30/2019
143,32,10/7/2019
143,34,10/14/2019
143,40,10/21/2019
143,23,10/28/2019
143,36,11/4/2019
143,30,11/11/2019
143,30,11/18/2019
143,26,11/25/2019
143,21,12/2/2019
143,16,12/9/2019
143,24,12/16/2019
144,9,12/24/2018
144,13,12/31/2018
144,17,1/7/2019
144,12,1/14/2019
144,8,1/21/2019
144,21,1/28/2019
144,12,2/4/2019
144,9,2/11/2019
144,6,2/18/2019
144,5,2/25/2019
144,6,3/4/2019
144,18,3/11/2019
144,13,3/18/2019
144,6,3/25/2019
144,11,4/1/2019
144,12,4/8/2019
144,11,4/15/2019
144,6,4/22/2019
144,6,4/29/2019
144,13,5/6/2019
144,8,5/13/2019
144,8,5/20/2019
144,9,5/27/2019
144,14,6/3/2019
144,13,6/10/2019
144,14,6/17/2019
144,6,6/24/2019
144,7,7/1/2019
144,11,7/8/2019
144,10,7/15/2019
144,11,7/22/2019
