customerID,TotChargesAct
1352-VHKAJ,1957.1
4145-UQXUQ,729.95
2632-TACXW,1416.75
8146-QQKZH,5924.4
1767-CJKBA,1697.7
6445-TNRXS,7849.85
4581-LNWUM,649.4
4869-EPIUS,4557.5
9948-YPTDG,3013.05
1236-WFCDV,1266.1
1915-OAKWD,360.35
7296-PIXQY,1046.5
4883-QICIH,2347.9
3354-OADJP,447.75
3524-WQDSG,4209.95
0810-DHDBD,3877.65
4026-SKKHW,152.3
2829-HYVZP,572.2
8329-IBCTI,19.65
1271-SJBGZ,526.95
3845-JHAMY,552.7
7013-PSXHK,3208.65
5669-SRAIP,210.75
5981-ITEMU,3706.95
3486-NPGST,620.75
6941-PMGEP,412.5
1624-WOIWJ,832.05
2074-GKOWZ,185.55
0376-YMCJC,1943.2
6100-FJZDG,505.9
4829-ZLJTK,8046.85
1730-VFMWO,1815.3
7143-BQIBA,612.95
3800-LYTRK,795.15
0634-SZPQA,2169.8
9646-NMHXE,973.1
7030-NJVDP,2210.2
5536-RTPWK,4853.75
8883-GRDWQ,1055.9
6166-ILMNY,144.55
3097-NNSPB,91.1
7771-ZONAT,1304.85
0655-RBDUG,713
2111-DWYHN,21.1
4194-WHFCB,5580.8
4121-AGSIN,1497.9
4361-BKAXE,4527.45
9845-PEEKO,4590.35
0455-XFASS,200.2
0301-KOBTQ,614.45
1751-NCDLI,4564.9
4367-NUYAO, 
9878-TNQGW,171.15
9170-ARBTB,1012.4
4441-NIHPT,940.35
8999-BOHSE,1047.7
7241-AJHFS,2766.4
7029-RPUAV,1622.45
4546-FOKWR,1129.35
9036-CSKBW,5680.9
5832-TRLPB,2243.9
8590-YFFQO,4523.25
8659-IOOPU,7159.7
1338-CECEE,2839.95
7439-DKZTW,80.55
4646-QZXTF,580.1
4607-CHPCA,2178.6
9742-XOKTS,6038.55
6921-OZMFH,259.4
9578-FOMUK,324.15
4712-UYOOI,417.65
8824-RWFXJ,168.15
7722-CVFXN,5637.85
8717-VCTXJ,839.4
7363-QTBIW,769.1
4159-NAAIX,6253
0971-QIFJK,1641.8
9397-TZSHA,1678.05
3391-JSQEW,2058.5
0343-QLUZP,2424.5
9763-PDTKK,387.2
2176-LVPNX,6293.45
7627-JKIAZ,2839.65
3312-UUMZW,3145.9
1271-UODNO,2200.7
8461-EFQYM,914.4
6900-RBKER,4577.75
6891-JPYFF,4997.5
1459-QNFQT,4144.8
1047-NNCBF,1493.55
3696-XRIEN,4179.1
4081-DYXAV,893.55
0074-HDKDG,1611
8791-GFXLZ,593.05
8111-SLLHI,4284.8
0927-LCSMG,544.55
9330-DHBFL,1533.8
0098-BOWSO,529.8
3452-ABWRL,3865.6
5859-HZYLF,515.75
8257-RZAHR,941
5293-WXJAK,1133.65
3156-QLHBO,48.35
2208-NQBCT,2070.05
1779-PWPMG,8333.95
6621-NRZAK,1209.25
0831-JNISG,1396.25
0774-IFUVM,723.35
3082-WQRVY,228.65
9553-DLCLU,1161.75
1641-BYBTK,98.35
2460-NGXBJ,775.3
2446-ZKVAF,1074.65
0841-NULXI,35.55
3522-CDKHF,2324.7
1430-SFQSA,1072.6
0411-EZJZE,170.5
7851-WZEKY,196.9
8844-TONUD,1162.85
8807-ARQET,1677.85
8992-CEUEN,18.85
4320-QMLLA,370.4
8777-PVYGU,3410.6
8292-ITGYJ,1138.8
6870-ZWMNX,5264.25
0621-CXBKL,1005.7
5268-DSMNQ,5936.55
5334-JLAXU,5475.9
4086-YQSNZ,224.05
6242-MBHPK,2326.05
5868-CZJDR,31.35
9359-UGBTK,4991.5
0135-NMXAP,1052.4
4782-OSFXZ,5831.2
6479-OAUSD,510.8
7129-ACFOG,283.95
4189-NAKJS,1295.4
5562-BETPV,19.65
1282-IHQAC,3011.65
9127-FHJBZ,8093.15
6270-OMFIW,5610.25
1641-RQDAY,3217.65
0107-WESLM,19.85
6994-ORCWG,773.2
1346-UFHAX,1029.35
3992-YWPKO,669.45
2933-XEUJM,3593.8
0125-LZQXK,1553.95
5461-QKNTN,3953.15
4835-YSJMR,1971.15
8399-YNDCH,1236.15
3164-YAXFY,3196
0887-WBJVH,4872.2
4660-IRIBM,1500.5
5673-FSSMF,60.15
7670-ZBPOQ,3478.75
8089-UZWLX,7413.55
0080-OROZO,3532
3916-NRPAP,256.75
6807-SIWJI,3887.25
8221-HVAYI,2490.15
1579-KLYDT,593.45
5232-NXPAY,3510.3
8967-SZQAS,765.45
4468-KAZHE,1259.35
0455-ENTCR,5538.35
8944-AILEF,340.85
5542-NKVRU,844.45
7126-RBHSD,1348.95
5370-IIVVL,3778
6789-HJBWG,611.65
3927-NLNRY,4867.95
9087-EYCPR,1505.05
6791-YBNAK,467.85
6358-LYNGM,74.9
6077-BDPXA,194.2
0013-MHZWF,571.45
5494-HECPR,80.25
8268-YDIXR,5253.95
9824-BEMCV,1149.65
1373-ORVIZ,740.8
4291-SHSBH,521.35
6980-IMXXE,1412.65
9866-QEVEE,1532.45
9897-KXHCM,250.05
0040-HALCW,1090.6
0784-GTUUK,1446.8
7979-CORPM,2282.55
2294-DMMUS,4300.45
0872-JCPIB,1111.2
3055-MJDSB,190.1
9091-WTUUY,4447.75
1618-CFHME,143.35
3165-HDOEW,45.85
6581-NQCBA,810.2
7115-IRDHS,1830.05
8496-DMZUK,2820.65
2040-VZIKE,4847.35
9068-VPWQQ,4729.3
0178-SZBHO,4017.45
0384-RVBPI,1398.6
1689-MRZQR,2564.3
1299-AURJA,1685.9
4525-VZCZG,5826.65
1543-LLLFT,6066.55
5835-BEQEU,228.4
2788-CJQAQ,270.2
5565-FILXA,1529.2
0319-QZTCO,168.6
2120-SMPEX,536.35
0096-FCPUF,1888.45
0668-OGMHD,629.35
5552-ZNFSJ,45.3
2223-KAGMX,289.3
6507-ZJSUR,2117.25
9408-HRXRK,4730.9
5593-SUAOO,2033.05
7321-PKUYW,987.95
2833-SLKDQ,45.05
6766-HFKLA,5744.35
7595-EUIVN,75.8
7617-EYGLW,19.45
2026-TGDHM,523.15
9220-ZNKJI,4805.3
4030-VPZBD,59.05
2226-ICFDO,6110.75
0723-VSOBE,1596.6
5529-GIBVH,1046.2
4187-CINZD,4424.2
9992-UJOEL,92.75
4741-WWJQZ,194.55
6625-UTXEW,612.1
6818-WOBHJ,6127.6
6244-BESBM,6671.7
1004-NOZNR,5264.3
1251-STYSZ,303.7
2612-PHGOX,4818.8
2408-TZMJL,6448.05
8480-PPONV,7159.05
8780-IHCRN,1574.5
4598-ZADCK,2879.2
1257-SXUXQ,86.05
9681-KYGYB,4159.45
7182-OVLBJ,6638.35
5095-ETBRJ,3112.05
7005-CYUIL,7168.25
4821-WQOYN,1326.25
4730-AWNAU,2234.55
3452-FLHYD,495.15
2388-LAESQ,8317.95
9531-NSBMR,679.8
6260-ONULR,62.8
4389-UEFCZ,7544
8711-LOBKY,1188.25
9134-CEQMF,676.7
8985-OOPOS,74.1
8800-ZKRFW,3242.5
2616-FLVQC,1240.15
9968-FFVVH,4111.35
3108-PCCGG,5899.85
7993-PYKOF,632.95
8390-FESFV,5193.2
3022-BEXHZ,7530.8
5027-XWQHA,270.95
6248-TKCQV,5460.2
6729-GDNGC,1614.2
6198-ZFIOJ,402.5
5989-OMNJE,1367.75
4566-QVRRW,483.7
1291-CUOCY,7962.2
9795-SHUHB,3810.8
3230-IUALN,3533.6
0042-RLHYP,1396.9
8519-IMDHU,1345.55
4945-RVMTE,1646.45
0201-OAMXR,8127.6
1866-NXPSP,2680.15
3372-KWFBM,1281
7831-QGOXH,1553.9
6393-WRYZE,3207.55
3941-XTSKM,2049.05
1661-CZBAU,3629.2
6599-RCLCJ,5124.55
9831-BPFRI,3474.45
5158-RIVOP,202.3
9788-YTFGE,147.5
9277-JOOMO,86.35
1907-YLNYW,579
1725-MIMXW,19.45
8947-YRTDV,3131.55
3161-ONRWK,3928.3
0114-RSRRW,187.75
4565-NLZBV,1710.15
0031-PVLZI,76.35
7206-GZCDC,69.25
6682-VCIXC,2151.6
4791-QRGMF,5961.1
6475-VHUIZ,1221.55
3910-MRQOY,1496.45
0661-WCQNQ,1292.2
7537-RBWEA,25.15
4656-CAURT,1713.1
0121-SNYRK,1748.9
1768-ZAIFU,25.2
4671-LXRDQ,96.45
3733-LSYCE,1114.55
6265-FRMTQ,609.1
1934-SJVJK,20.15
3838-OZURD,7133.25
1371-DWPAZ, 
9269-CQOOL,169.45
2017-CCBLH,141.6
7690-KPNCU,4688.65
0536-BGFMZ,563.05
2293-IJWPS,5985
2845-HSJCY,1258.6
5469-NUJUR,373.5
1184-PJVDB,857.2
2625-TRCZQ,2553.35
4102-HLENU,4322.85
7266-GSSJX,250.8
7722-VJRQD,4549.05
7073-QETQY,1359.5
9415-DPEWS,1639.3
5624-RYAMH,178.85
0196-JTUQI,633.85
7130-YXBRO,5315.1
9272-LSVYH,735.5
7943-RQCHR,889.9
3793-MMFUH,1290
3249-ZPQRG,330.05
2568-BRGYX,237.95
3084-DOWLE,6474.4
1084-MNSMJ,4421.95
7721-JXEAW,2452.7
7249-WBIYX,813.85
4238-HFHSN,4904.85
6250-CGGUN,4484.05
5478-JJVZK,2033.85
7596-IIWYC,538.2
6567-HOOPW,79.2
9793-WECQC,2192.9
4291-HPAXL,19.85
8999-YPYBV,3858.05
1839-FBNFR,854.8
3164-AALRN,347.4
3071-MVJCD,5815.15
1697-BCSHV,3970.4
0562-KBDVM,3058.15
1131-SUEKT,6145.2
3717-OEAUQ,129.2
4538-WNTMJ,1165.9
3334-CTHOL,49.95
4704-ERYFC,1554
9432-RUVSL,4904.25
8060-HIWJJ,5632.55
7684-XSZIY,1643.25
9089-UOWJG,740.55
8621-MNIHH,3217.55
8039-ACLPL,4888.2
9885-AIBVB,2440.25
1934-MKPXS,620.55
2592-YKDIF,20.35
2272-JKMSI,6840.95
0471-LVHGK,3001.2
9518-RWHZL,6254.2
8714-CTZJW,319.6
3569-EDBPQ,1938.05
3131-NWVFJ,294.5
7521-YXVZY,58.3
5419-CONWX,442.85
6240-EURKS,553
2373-NTKOD,546.45
1970-KKFWL,797.1
6960-HVYXR,76
9337-SRRNI,1673.8
0895-UADGO,343.45
5678-VFNEQ,7412.25
5977-CKHON,4039
7024-OHCCK,170.85
2692-BUCFV,2948.6
7861-UVUFT,1308.4
1830-GGFNM,6078.75
5302-BDJNT,3418.2
5223-UZAVK,6603.8
4859-ZSRDZ,3166.9
5651-WYIPH,865.75
9350-VLHMB,6373.1
3498-LZGQZ,1177.05
8785-CJSHH,5985.75
5357-TZHPP,732.5
3870-SPZSI,7869.05
0680-DFNNY,1504.05
7560-QRBXH,936.7
7077-XJMET,741.4
8752-GHJFU,6585.2
6896-SRVYQ,3122.4
7767-UXAGJ,50.45
4652-ODEVH,1088.25
6510-UPNKS,615.35
6718-BDGHG,2908.2
9046-DQMTP,739.9
6439-LAJXL,593.85
1571-SAVHK,1132.75
9052-VKDUW,7227.45
9546-CQJSU,193.6
1666-JZPZT,1291.35
5777-KJIRB,2023.55
0506-LVNGN,349.65
7677-SJJJK,153.95
2480-EJWYP,5458.8
3253-HKOKL,5244.45
7055-HNEOJ,154.55
5514-YQENT,4507.15
3211-AAPKX,2031.95
8445-DNBAE,50.05
2951-QOQTK,332.45
2958-NHPPS,473.9
6806-YDEUL,106.8
1735-XMJVH,152.6
6890-PFRQX,1199.4
0222-CNVPT,2555.05
5899-OUVKV,2979.2
8681-ICONS,654.85
1621-YNCJH,3834.4
3473-XIIIT,1534.75
6362-QHAFM,4586.15
7893-IXHRQ,20.55
3070-BDOQC,5941.05
2952-QAYZF,424.15
6234-PFPXL,2234.95
9824-QCJPK,666.75
4763-PGDPO,281
4283-IVYCI,547.8
1866-OBPNR,74.6
8205-MQUGY,571.15
8970-ANWXO,1756.6
9480-BQJEI,5731.45
5394-SVGJV,3475.55
6979-TNDEU,156.85
9777-WJJPR,2683.2
9283-LZQOH,896.75
7079-QRCBC,2407.3
9495-SKLKD,4456.65
6048-UWKAL,6998.95
5067-DGXLL,36.8
5469-CTCWN,6547.7
9851-QXEEQ,4346.4
6281-FKEWS,2265
8898-KASCD,1309.15
9242-TKFSV,4754.3
9290-SHCMB,1235.55
0743-HNPFG,3562.5
2277-BKJKN,7213.75
9809-IMGCQ,2082.95
5208-HFSBT,102.75
5035-PGZXH,5914.4
8695-WDYEA,51.25
6543-JXSOO,1282.85
8016-ZMGMO,4738.85
8605-ITULD,19.55
3254-YRILK,1775.8
6416-YJTTB,795.65
2667-WYLWJ,145
4472-VESGY,4993.4
3195-TQDZX,61.45
3128-YOVTD,4018.55
0529-ONKER,1146.65
1728-CXQBE,6081.4
7041-TXQJH,1478.85
5014-GSOUQ,243.65
5724-BIDBU,2633.95
0481-SUMCB,4735.35
1769-GRUIK,1247.75
5240-IJOQT,74.7
8819-WFGGJ,3794.5
7427-AUFPY,1008.7
2811-POVEX,2130.55
1092-GANHU,1313.55
7898-PDWQE,5727.15
9972-EWRJS,1372.9
9314-IJWSQ,1203.9
0661-XEYAN,25.8
5799-JRCZO,1215.1
1921-KYSAY,2877.05
6198-RTPMF,1579.7
2924-KHUVI,5514.95
1925-GMVBW,96.1
7881-EVUAD,72.4
6184-DYUOB,55.25
9207-ZPANB,2443.3
5766-XQXMQ,1970.5
9327-QSDED,335.4
1656-DRSMG,7002.95
3012-VFFMN,158.95
2984-AFWNC,293.15
0640-YJTPY,1493.75
8096-LOIST,1093.4
9764-REAFF,1057.85
3703-VAVCL,190.05
7107-UBYKY,882.55
4881-GQJTW,300.4
8519-QJGJD,1025.95
7876-DNYAP,1436.95
7905-NJMXS,475
2882-WDTBA,5388.15
2091-GPPIQ,5730.15
6326-MTTXK,819.55
5071-FBJFS,217.1
2796-UUZZO,4896.35
2429-AYKKO,1434.1
9798-OPFEM,937.1
0330-IVZHA,330.15
3794-NFNCH,1474.9
5193-QLVZB,6536.5
7114-AEOZE,1128.1
2886-KEFUM,6873.75
5522-NYKPB,2199.05
4237-RLAQD,45.85
9957-YODKZ,457.1
6518-KZXCB,566.5
2245-ADZFJ,2471.6
7776-QGYJC,3107.3
9313-QOLTZ,518.3
9651-GTSAQ,5769.75
3186-BAXNB,91.7
4672-FOTSD,832.3
0637-YLETY,1555.65
9818-XQCUV,45.3
7338-ERIVA,1790.6
1157-BQCUW,74.95
8259-NFJTV,246.6
3223-DWFIO,261.65
2660-EMUBI,898.35
6968-GMKPR,4509.5
4751-ERMAN,5480.25
1436-ZMJAN,653.15
3292-PBZEJ,1183.05
0799-DDIHE,639.45
3070-FNFZQ,478.75
2812-SFXMJ,20.05
7675-OZCZG,127.1
5014-WUQMG,4391.45
5312-TSZVC,270.6
2003-CKLOR,6710.5
0993-OSGPT,3975.9
9254-RBFON,1704.95
1205-WNWPJ,415.95
9391-EOYLI,950.2
7108-DGVUU,1497.05
2782-JEEBU,780.15
5127-BZENZ,3512.15
2720-FVBQP,273.25
9906-NHHVC,3517.9
4522-XRWWI,3375.9
3766-EJLFL,7508.55
5939-SXWHM,1245.05
8152-UOBNY,5347.95
7351-KYHQH,493.65
7643-RCHXS,1263.85
8246-SHFGA,385.55
8387-MOJJT,3384
0620-XEFWH,84.2
6485-QXWWE,1638.7
2761-OCIAX,165.4
7321-VGNKU,120.25
5327-CNLUQ,4473.45
7552-KEYGT,520.55
5816-JMLGY,5717.85
3068-OMWZA,88.8
2927-QRRQV,4312.5
6032-KRXXO,2755.35
7459-RRWQZ,994.55
6265-SXWBU,6511.25
7941-RCJOW,1218.65
6374-NTQLP,7447.7
4154-AQUGT,1169.35
2387-KDZQY,279.5
3584-WKTTW,5720.35
3399-BMLVW,3121.45
1971-DTCZB,6468.6
3092-IGHWF,5918.8
3374-PZLXD,675.6
3813-DHBBB,3521.7
2812-REYAT,923.1
6518-PPLMZ,1110.35
4939-KYYPY,1611.65
8017-LXHFA,2293.6
5930-GBIWP,5553.25
6022-KOUQO,44.75
6352-TWCAU,3029.1
2361-UPSND,3231.05
6035-RIIOM,5129.45
2929-QNSRW,5508.35
1262-OPMFY,655.9
9504-DSHWM,1191.2
5035-BVCXS,866.4
6267-DCFFZ,2627.2
3533-UVMOM,4741.45
2439-LYPMQ,4009.2
4248-QPAVC,1463.45
1899-VXWXM,5082.8
1478-VPOAD,43.8
9995-HOTOH,3707.6
2988-PLAHS,220.45
1371-OJCEK,1133.7
4999-IEZLT,1983.15
8883-ANODQ,5746.75
4690-LLKUA,770.6
2351-RRBUE,134.05
5980-BDHPY,6230.1
1498-DQNRX,573.05
9469-WEJBT,3419.3
3331-HQDTW,3587.25
9490-DFPMD,3541.35
2581-VKIRT,3801.3
5442-XSDCW,868.5
7426-WEIJX,4859.1
2851-MMUTZ,1439.35
3049-NDXFL,85.8
8580-AECUZ,79.1
3307-TLCUD,592.75
6625-FLENO,1185.95
2967-MXRAV,18.8
7963-GQRMY,134.5
8189-HBVRW,4921.2
4163-KIUHY,901.25
1228-FZFRV,5341.8
3500-NSDOA,4859.95
1171-TYKUR,1139.2
3761-FLYZI,7082.45
2058-DCJBE,324.6
5364-XYIRR,4812.75
4829-AUOAX,4399.5
1219-NNDDO,663.55
8388-DMKAE,174.65
4403-BWPAY,321.7
9659-QEQSY,5125.5
5405-ZMYXQ,548.9
5047-LHVLY,50.15
1442-OKRJE,7031.3
4737-AQCPU,5016.65
9158-VCTQB,4594.95
2808-CHTDM,611.45
6311-UEUME,2384.15
0793-TWELN,319.85
3283-WCWXT,153.3
1060-ENTOF,7035.6
0999-QXNSA,344.2
5451-MHQOF,1431.65
4836-WNFNO,1849.2
9225-BZLNZ,6083.1
0354-VXMJC,426.65
4422-QVIJA,1655.35
9365-SRSZE,1943.9
6839-ITVZJ,1616.15
8332-OSJDW,314.95
4735-BJKOU,804.85
0274-JKUJR,465.7
5740-YHGTW,6669.05
8917-SZTTJ,1161.75
1696-MZVAU,947.75
7359-WWYJV,8375.05
0375-HVGXO,34.7
4906-ZHGPK,3770
8593-WHYHV,264.8
3795-GWTRD,4707.85
1298-PHBTI,6152.4
6223-DHJGV,958.1
6961-MJKBO,943
6097-EQISJ,6615.15
4423-YLHDV,2200.25
8158-WPEZG,425.1
0107-YHINA,99.75
4918-FYJNT,5044.8
0727-BNRLG,6743.55
4854-CIDCF,196.4
8640-SDGKB,299.7
3280-MRDOF,2093.9
6435-SRWBJ,417.75
9964-WBQDJ,1725.4
6303-KFWSL,1620.2
1702-CCFNJ,3169.55
8932-CZHRQ,5233.25
0386-CWRGM,967.85
5515-RUGKN,438.05
0404-AHASP,1421.9
7279-NMVJC,323.15
2081-VEYEH,318.6
6407-UTSLV,163.7
4116-TZAQJ,639.65
9060-HJJRW,2928.5
2587-YNLES,100.35
7398-SKNQZ,273.2
5935-FCCNB,1608.15
1958-RNRKS,1441.95
5136-RGMZO,2168.15
8345-MVDYC,3618.7
8226-BXGES,5692.65
3877-JRJIP,59.85
8375-DKEBR,69.6
9705-IOVQQ,5969.3
1015-OWJKI,19.05
7511-YMXVQ,418.8
2040-XBAVJ,8100.55
7551-JOHTI,19.5
8887-IPQNC,313.45
8646-JCOMS,6130.95
9804-ICWBG,69.9
1222-KJNZD,745.3
0106-GHRQR,1212.1
5318-IXUZF,183.75
3768-VHXQO,1583.5
8952-WCVCD,4162.05
2418-TPEUN,1119.9
3963-RYFNS,8013.55
3198-VELRD,264.85
8540-ZQGEA,1102.4
1320-REHCS,5832
4137-JOPHL,4304.5
9436-ZBZCT,1178.4
7801-CEDNV,1421.75
2057-BOYKM,6827.5
3658-QQJYD,4698.05
1803-BGNBD,654.5
0134-XWXCE,3268.05
6950-TWMYB,4362.05
5848-FHRFC,1386.9
2243-FNMMI,415.4
2511-MORQY,2614.1
5356-KZCKT,1513.6
9470-XCCEM,3161.6
6519-CFDBX,80.95
3902-MIVLE,4676.7
0409-WTMPL,6526.65
8763-KIAFH,583.3
3669-WHAFY,8078.1
3055-VTCGS,3503.5
3144-KMTWZ,6669.45
7279-BUYWN,4689.5
7156-MHUGY,1201.15
7198-GLXTC,143.65
2007-QVGAW,1292.65
5207-PLSTK,48.75
2307-FYNNL,7108.2
5605-XNWEN,1802.55
2155-AMQRX,1505.15
6181-AXXYF,1859.1
5091-HFAZW,168.5
0516-VRYBW,390.85
2519-LBNQL,6339.45
8623-ULFNQ,1652.4
8380-PEFPE,71.65
5687-DKDTV,77.5
1568-LJSZU,6392.85
7530-HDYDS,3264.5
7789-HKSBS,4599.15
7416-CKTEP,1134.25
2586-CWXVV,1621.35
3096-IZETN,947.3
2348-KCJLT,2722.2
8401-EMUWF,3058.3
4193-IBKSW,1769.6
5377-NDTOU,6293.75
5922-ABDVO,1761.05
2474-LCNUE,1642.75
0839-QNXME,578.5
3506-OVLKD,954.9
9172-ANCRX,973.25
6650-VJONK,43.85
2178-PMGCJ,1490.4
7492-TAFJD,280
2773-MADBQ,1901.25
6016-LVTJQ,716.4
7860-KSUGX,4720
8966-KZXXA,930.95
6910-HADCM,76.35
4816-LXZYW,1676.95
9606-PBKBQ,2642.05
5149-QYTTU,6770.85
2070-XYMFH,1835.3
2085-BOJKI,1588.25
0817-HSUSE,75.5
5442-PPTJY,258.35
1927-QEWMY,1502.25
1663-MHLHE,19.2
5663-QBGIS,6929.4
4450-MDZFX,4453.3
6701-DHKWQ,3244.4
7554-AKDQF,323.45
3536-IQCTX,2661.1
4911-BANWH,2697.4
8496-EJAUI,1424.5
0794-YVSGE,1401.15
5423-BHIXO,1739.6
6908-VVYHM,5931
2959-EEXWB,2333.85
1839-UMACK,949.85
3030-YDNRM,572.45
7321-KKSDU,696.8
3402-XRIUO,1381.8
3132-TVFDZ,2572.95
8286-AFUYI,47.95
8080-DDEMJ,45.1
8356-WUAOJ,45
6365-MTGZX,2122.45
1349-WXNGG,20.05
8058-DMYRU,4931.8
9350-ZXYJC,116.95
6990-YNRIO,6937.95
8958-JPTRR,1261.7
6959-GQEGV,3273.8
3173-WSSUE,1415.85
1265-HVPZB,3958.2
4115-UMJFQ,2492.25
7369-TRPFD,279.2
1098-KFQEC,1083
7190-XHTWJ,755.5
0621-TWIEM,402.6
3537-RYBHH,3252
2485-ITVKB,68.75
3669-OYSJI,46.2
1612-EOHDH,45.15
6702-OHFWR,43.3
5296-BFCYD,936.85
4510-PYUSH,2250.65
9359-JANWS,3857.1
7517-SAWMO,1441.1
4143-HHPMK,4338.6
3279-DYZQM,1378.45
7054-LGEQW,45.95
0523-VNGTF,2566.3
9575-IWCAZ,171
7105-MXJLL,1597.4
7064-FRRSW,4744.35
7940-UQQUG,6721.6
0923-PNFUB,247.25
3961-SXAXY,44.05
7010-BRBUU,1734.65
3566-HJGPK,45.55
3062-ICYZQ,4539.35
9938-PRCVK,804.25
0973-KYVNF,5011.15
5129-HHMZC,3574.5
9637-CDTKZ,8086.4
3946-JEWRQ,4563
7873-CVMAW,6362.35
0463-WZZKO,67.1
3494-JCHRQ,70.05
6474-FVJLC,165.45
4524-QCSSM,1156.55
5832-EXGTT,1834.15
8840-DQLGN,3653.35
2039-JONDJ,1477.65
7217-JYHOQ,1706.45
6695-FRVEC,3953.7
4547-LYTDD,1194.3
9894-QMIMJ,1327.85
8069-YQQAJ,419.7
6770-XUAGN,21
4193-ORFCL,45.1
1636-NTNCO,207.35
3466-WAESX,1083.7
9281-PKKZE,2007.85
3638-VBZTA,5882.75
7459-IMVYU,2657.55
7776-QWNFX,1527.5
6689-TCZHQ,378.4
8563-OYMQY,1612.2
0754-EEBDC,76.65
5777-ZPQNC,260.7
1951-IEYXM,6441.85
3318-NMQXL,266.8
3143-ILDAL,5124.6
1022-RKXDR,962.25
2361-FJWNO,1382.9
2272-UOINI,571.05
8232-UTFOZ,1399.35
3750-YHRYO,150
6637-KYRCV,167.2
5668-MEISB,7657.4
0129-QMPDR,865.05
7188-CBBBA,6153.85
5356-CSVSQ,174.2
3221-CJMSG,1269.6
4720-VSTSI,3862.55
3219-JQRSL,6352.4
2801-NISEI,1348.5
3946-MHCZW,50.9
4623-ZKHLY,471.55
6732-VAILE,5931.75
8201-AAXCB,1404.65
7696-CFTAT,726.1
1845-CSBRZ,1961.6
2123-VSCOT,4194.85
6651-AZVTJ,4872.45
4566-GOLUK,5118.95
2484-DGXPZ,658.95
2018-QKYGT,81.05
2792-VPPET,76.95
7409-JURKQ,5809.75
3247-MHJKM,20.2
1964-SVLEA,415.9
4587-NUKOX,246.5
7297-DVYGA,996.95
2239-CGBUZ,3145.15
0854-UYHZD,265.3
7243-LCGGZ,20.9
8267-KFGYD,21.05
4890-VMUAV,4576.3
9261-WDCAF,189.1
3764-MNMOI,908.15
7442-YGZFK,49.8
0420-BWTPW,215.2
8229-BUJHX,1500.95
7449-HVPIV,5099.15
5504-WSIUR,6385.95
8183-ONMXC,159.45
8466-PZBLH,6885.75
9614-RMGHA,5940.85
8735-IJJEG,668.85
0564-MUUQK,1916.2
5054-IEXZT,75.35
5834-ASPWA,75.45
0701-RFGFI,4613.95
0019-EFAEP,7261.25
5619-PTMIK,2459.8
3737-XBQDD,2048.8
5882-CMAZQ,163.55
5846-QFDFI,2888.7
4445-KWOKW,2421.6
3511-APPBJ,2292.75
7967-HYCDE,553.4
2430-RRYUW,3465.7
3948-XHGNA,1210.4
3723-BFBGR,1291.3
0565-IYCGT,5356.45
5447-WZAFP,5200.8
5110-CHOPY,3237.05
5445-UTODQ,576.65
4425-OWHWB,433.75
7892-QVYKW,1868.4
9675-ICXCT,5728.55
1024-VRZHF,825.7
4703-MQYKT,390.4
9497-QCMMS,93.55
5692-ICXLW,2845.15
0602-DDUML,3894.4
2208-MPXIO,886.4
1960-UYCNN,1021.55
0348-SDKOL,5885.4
3190-FZATL,268.4
7336-RLLRH,2204.35
4373-MAVJG,1259
8901-HJXTF,309.1
7710-JSYOA,6398.05
5419-KLXBN,2257.75
3424-NMNBO,6287.25
9885-MFVSU,1662.05
4514-GFCFI,1350.15
0607-MVMGC,3600.65
3365-SAIGS,1329.15
9828-AOQLM,45.7
8022-BECSI,422.5
8000-REIQB,69.95
9993-LHIEB,4627.65
0266-CLZKZ,6717.9
7615-ESMYF,97.1
3858-VOBET,1710.45
7020-OZKXZ,637.4
3977-QCRSL,117.95
0017-DINOC,2460.55
1447-PJGGA,5464.65
8565-CLBZW,2165.05
9139-WQQDY,4941.8
0224-HJAPT,223.15
8086-OVPWV,181.1
9430-FRQOC,341.45
7639-OPLNG,5731.85
3074-GQWYX,357.75
1492-QGCLU,4616.1
6845-RGTYS,4533.7
7328-OWMOM,589.25
4418-LZMSV,750.1
5155-AZQPB,1410.25
8861-HGGKB,830.85
1087-GRUYI,743.5
7065-YUNRY,45.3
7694-VLBWQ,7040.85
2546-KZAAT,3865.45
0181-RITDD,6825.65
5989-PGKJB,1340.1
4795-KTRTH,371.65
8272-ONJLV,1184
1488-PBLJN,8477.7
0308-GIQJT,7382.85
3778-FOAQW,456.85
4452-ROHMO,331.6
6481-OGDOO,6056.15
3090-LETTY,134.6
5349-AZPEW,125.5
3753-TSEMP,1390.6
8305-VHZBZ,20.2
9720-JJJOR,2511.3
8100-HZZLJ,2737.05
8775-ERLNB,74.3
8309-IEYJD,70.6
9172-JITSM,2361.8
6298-QDFNH,1730.35
7398-HPYZQ,6404
3546-GHEAE,165.35
7361-YPXFS,1867.6
6557-BZXLQ,1043.3
2550-QHZGP,128.6
7519-JTWQH,7455.45
2538-OIMXF,24.7
8543-MSDMF,206.15
9961-JBNMK,2030.3
1170-SASML,5869.4
4872-JCVCA,3377.8
5346-BZCHP,1346.2
2038-LLMLM,4946.05
6173-ITPWD,4065
9734-UYXQI,106.55
1216-BGTSP,4964.7
4138-NAXED,4085.75
2189-UXTKY,1742.75
0744-BIKKF,6224.8
7483-IQWIB,3415.25
5248-KWLAR,6325.25
