customerID,SeniorCitizen,tenure,ServiceCount,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TotChargesAct
2586-CWXVV,0,54,2,Month-to-month,No,30.4,1621.35,No,1621.35
3096-IZETN,0,12,3,Month-to-month,No,78.1,947.3,Yes,947.3
2348-KCJLT,0,44,5,One year,Yes,61.5,2722.2,No,2722.2
8401-EMUWF,0,42,6,Month-to-month,Yes,69.4,3058.3,No,3058.3
4193-IBKSW,0,72,8,Two year,No,24.75,1769.6,No,1769.6
5377-NDTOU,0,71,9,Two year,No,91.05,6293.75,No,6293.75
5922-ABDVO,0,19,5,Month-to-month,No,89.65,1761.05,Yes,1761.05
2474-LCNUE,0,23,6,Month-to-month,Yes,73.65,1642.75,No,1642.75
0839-QNXME,0,30,7,Two year,No,19.4,578.5,No,578.5
3506-OVLKD,0,35,8,One year,No,26.2,954.9,No,954.9
9172-ANCRX,0,10,6,Month-to-month,Yes,98.7,973.25,Yes,973.25
6650-VJONK,0,1,2,Month-to-month,Yes,43.85,43.85,No,43.85
2178-PMGCJ,0,22,2,Month-to-month,Yes,69.7,1490.4,No,1490.4
7492-TAFJD,0,7,4,Two year,No,38.55,280,No,280
2773-MADBQ,0,36,6,Two year,Yes,53.1,1901.25,No,1901.25
6016-LVTJQ,0,34,7,Month-to-month,No,20.65,716.4,No,716.4
7860-KSUGX,0,72,6,Two year,No,64.45,4720,No,4720
8966-KZXXA,0,36,8,Two year,No,25.1,930.95,No,930.95
6910-HADCM,0,1,3,Month-to-month,No,76.35,76.35,Yes,76.35
4816-LXZYW,0,23,4,Month-to-month,Yes,79.15,1676.95,Yes,1676.95
9606-PBKBQ,1,32,4,Month-to-month,Yes,85,2642.05,Yes,2642.05
5149-QYTTU,0,71,7,One year,Yes,95.15,6770.85,No,6770.85
2070-XYMFH,1,23,4,Month-to-month,Yes,79.35,1835.3,No,1835.3
2085-BOJKI,0,17,5,One year,Yes,96.65,1588.25,No,1588.25
0817-HSUSE,0,1,6,Month-to-month,Yes,75.5,75.5,No,75.5
5442-PPTJY,0,12,7,Two year,No,19.7,258.35,No,258.35
1927-QEWMY,0,72,7,Two year,No,20.5,1502.25,No,1502.25
1663-MHLHE,0,1,7,Month-to-month,No,19.2,19.2,No,19.2
5663-QBGIS,1,72,6,Two year,No,98.35,6929.4,No,6929.4
4450-MDZFX,0,60,3,Month-to-month,No,74.35,4453.3,No,4453.3
6701-DHKWQ,0,61,5,Two year,No,51.35,3244.4,No,3244.4
7554-AKDQF,0,6,2,Month-to-month,No,45.65,323.45,No,323.45
3536-IQCTX,1,32,4,Month-to-month,No,85.3,2661.1,Yes,2661.1
4911-BANWH,0,31,4,Month-to-month,Yes,86.55,2697.4,Yes,2697.4
8496-EJAUI,0,19,3,Month-to-month,Yes,73.85,1424.5,Yes,1424.5
0794-YVSGE,0,72,7,Two year,No,20.3,1401.15,No,1401.15
5423-BHIXO,0,32,4,Month-to-month,Yes,54.2,1739.6,No,1739.6
6908-VVYHM,0,65,5,Month-to-month,Yes,90.65,5931,No,5931
2959-EEXWB,0,45,4,Month-to-month,Yes,50.9,2333.85,No,2333.85
1839-UMACK,0,42,8,One year,No,25.05,949.85,No,949.85
3030-YDNRM,0,8,3,Month-to-month,Yes,74.85,572.45,No,572.45
7321-KKSDU,0,32,7,Two year,No,20.5,696.8,No,696.8
3402-XRIUO,1,22,6,Month-to-month,Yes,63.55,1381.8,No,1381.8
3132-TVFDZ,1,57,3,Month-to-month,Yes,44.85,2572.95,Yes,2572.95
8286-AFUYI,0,1,3,Month-to-month,No,47.95,47.95,No,47.95
8080-DDEMJ,1,1,2,Month-to-month,No,45.1,45.1,Yes,45.1
8356-WUAOJ,0,1,2,Month-to-month,Yes,45,45,No,45
6365-MTGZX,0,24,5,Month-to-month,Yes,96,2122.45,Yes,2122.45
1349-WXNGG,0,1,7,Month-to-month,No,20.05,20.05,Yes,20.05
8058-DMYRU,1,54,5,Month-to-month,Yes,90.05,4931.8,No,4931.8
9350-ZXYJC,0,4,8,Two year,Yes,25.3,116.95,No,116.95
6990-YNRIO,0,65,8,Two year,No,108.65,6937.95,Yes,6937.95
8958-JPTRR,0,56,8,One year,No,24.3,1261.7,No,1261.7
6959-GQEGV,0,45,6,Month-to-month,Yes,75.95,3273.8,No,3273.8
3173-WSSUE,0,71,7,Two year,No,19.7,1415.85,No,1415.85
1265-HVPZB,0,59,6,One year,No,66.4,3958.2,No,3958.2
4115-UMJFQ,0,69,3,One year,Yes,35.75,2492.25,No,2492.25
7369-TRPFD,0,19,7,One year,No,18.8,279.2,No,279.2
1098-KFQEC,0,55,7,Two year,No,19.4,1083,No,1083
7190-XHTWJ,0,38,7,One year,No,19.3,755.5,No,755.5
0621-TWIEM,0,10,2,Month-to-month,Yes,45.55,402.6,Yes,402.6
3537-RYBHH,1,47,6,Month-to-month,Yes,67.45,3252,No,3252
2485-ITVKB,0,2,2,Month-to-month,Yes,35.1,68.75,Yes,68.75
3669-OYSJI,0,1,2,Month-to-month,No,46.2,46.2,Yes,46.2
1612-EOHDH,0,1,2,Month-to-month,No,45.15,45.15,Yes,45.15
6702-OHFWR,1,1,4,Month-to-month,Yes,43.3,43.3,Yes,43.3
5296-BFCYD,0,46,7,Two year,Yes,20.1,936.85,No,936.85
4510-PYUSH,1,38,4,Month-to-month,Yes,57.15,2250.65,Yes,2250.65
9359-JANWS,0,65,5,Two year,No,58.9,3857.1,No,3857.1
7517-SAWMO,0,19,3,Month-to-month,Yes,73.2,1441.1,Yes,1441.1
4143-HHPMK,0,52,4,Month-to-month,Yes,85.35,4338.6,Yes,4338.6
3279-DYZQM,0,71,7,Two year,No,19.45,1378.45,No,1378.45
7054-LGEQW,0,1,2,Month-to-month,No,45.95,45.95,Yes,45.95
0523-VNGTF,1,52,5,Month-to-month,Yes,50.5,2566.3,No,2566.3
9575-IWCAZ,0,6,8,One year,No,25.1,171,No,171
7105-MXJLL,1,26,4,One year,No,60.7,1597.4,No,1597.4
7064-FRRSW,1,48,6,One year,Yes,99,4744.35,No,4744.35
7940-UQQUG,0,64,7,One year,Yes,104.4,6721.6,No,6721.6
0923-PNFUB,0,3,4,Month-to-month,No,83.75,247.25,Yes,247.25
3961-SXAXY,0,1,2,Month-to-month,Yes,44.05,44.05,No,44.05
7010-BRBUU,0,72,8,Two year,No,24.1,1734.65,No,1734.65
3566-HJGPK,0,1,2,Month-to-month,Yes,45.55,45.55,No,45.55
3062-ICYZQ,0,51,6,Month-to-month,Yes,93.8,4539.35,No,4539.35
9938-PRCVK,0,41,7,Two year,No,19.7,804.25,No,804.25
0973-KYVNF,0,72,6,Two year,Yes,70.65,5011.15,No,5011.15
5129-HHMZC,0,43,8,Two year,No,86.45,3574.5,No,3574.5
9637-CDTKZ,0,72,9,Two year,Yes,114.1,8086.4,No,8086.4
3946-JEWRQ,0,47,5,One year,Yes,95.2,4563,No,4563
7873-CVMAW,0,72,9,Two year,No,88.55,6362.35,No,6362.35
0463-WZZKO,0,3,7,Month-to-month,Yes,20.75,67.1,No,67.1
3494-JCHRQ,0,1,2,Month-to-month,Yes,70.05,70.05,Yes,70.05
6474-FVJLC,0,2,4,Month-to-month,Yes,86,165.45,Yes,165.45
4524-QCSSM,0,26,4,Month-to-month,Yes,44.65,1156.55,No,1156.55
5832-EXGTT,0,29,4,Month-to-month,Yes,60.2,1834.15,No,1834.15
8840-DQLGN,1,35,7,Month-to-month,Yes,100.5,3653.35,Yes,3653.35
2039-JONDJ,0,27,4,One year,No,55.45,1477.65,No,1477.65
7217-JYHOQ,0,24,6,Month-to-month,Yes,70.3,1706.45,No,1706.45
6695-FRVEC,0,67,5,Two year,Yes,60.4,3953.7,No,3953.7
4547-LYTDD,0,16,3,Month-to-month,No,72.65,1194.3,Yes,1194.3
9894-QMIMJ,0,23,4,One year,No,55.8,1327.85,No,1327.85
8069-YQQAJ,0,14,2,Month-to-month,Yes,31.1,419.7,No,419.7
6770-XUAGN,0,1,7,Month-to-month,Yes,21,21,Yes,21
4193-ORFCL,1,1,2,Month-to-month,No,45.1,45.1,Yes,45.1
1636-NTNCO,1,4,4,Month-to-month,Yes,50.95,207.35,No,207.35
3466-WAESX,0,16,6,Month-to-month,Yes,69.1,1083.7,No,1083.7
9281-PKKZE,0,46,3,Month-to-month,Yes,43.95,2007.85,No,2007.85
3638-VBZTA,0,68,8,Two year,Yes,86.5,5882.75,No,5882.75
7459-IMVYU,0,38,7,Month-to-month,No,69.95,2657.55,No,2657.55
7776-QWNFX,1,30,3,Month-to-month,Yes,50.4,1527.5,Yes,1527.5
6689-TCZHQ,1,5,3,Month-to-month,No,78.95,378.4,Yes,378.4
8563-OYMQY,0,17,5,Month-to-month,Yes,90.95,1612.2,No,1612.2
0754-EEBDC,0,4,7,Two year,No,19.9,76.65,No,76.65
5777-ZPQNC,0,12,7,One year,No,20.15,260.7,No,260.7
1951-IEYXM,0,72,9,Two year,Yes,90.6,6441.85,No,6441.85
3318-NMQXL,0,3,4,Month-to-month,Yes,92,266.8,No,266.8
3143-ILDAL,0,56,6,Month-to-month,Yes,94.45,5124.6,Yes,5124.6
1022-RKXDR,0,41,8,One year,Yes,24.85,962.25,No,962.25
2361-FJWNO,0,40,3,One year,No,36,1382.9,No,1382.9
2272-UOINI,0,7,7,Month-to-month,Yes,78.5,571.05,No,571.05
8232-UTFOZ,0,69,7,Two year,No,19.95,1399.35,No,1399.35
3750-YHRYO,0,7,7,One year,No,20.65,150,No,150
6637-KYRCV,0,5,2,Month-to-month,Yes,30.5,167.2,No,167.2
5668-MEISB,0,72,8,Two year,No,106.1,7657.4,No,7657.4
0129-QMPDR,0,44,7,One year,Yes,20.5,865.05,No,865.05
7188-CBBBA,0,65,6,One year,Yes,95.5,6153.85,No,6153.85
5356-CSVSQ,0,3,5,Month-to-month,No,64.6,,No,174.2
3221-CJMSG,0,24,3,Month-to-month,Yes,51.1,1269.6,No,1269.6
4720-VSTSI,0,44,5,Month-to-month,Yes,84.8,3862.55,Yes,3862.55
3219-JQRSL,1,72,9,Two year,No,89.1,6352.4,No,6352.4
2801-NISEI,0,24,4,Month-to-month,No,54.95,1348.5,No,1348.5
3946-MHCZW,0,1,3,Month-to-month,No,50.9,50.9,Yes,50.9
4623-ZKHLY,0,22,7,Month-to-month,Yes,20.45,471.55,No,471.55
6732-VAILE,0,70,8,Two year,Yes,85.95,5931.75,No,5931.75
8201-AAXCB,0,25,4,Month-to-month,No,60.35,1404.65,No,1404.65
7696-CFTAT,0,37,7,Two year,No,19.8,726.1,No,726.1
1845-CSBRZ,1,22,4,Month-to-month,No,85.35,1961.6,No,1961.6
2123-VSCOT,0,59,6,Two year,Yes,72.1,4194.85,No,4194.85
6651-AZVTJ,0,49,6,Month-to-month,Yes,99.8,4872.45,Yes,4872.45
4566-GOLUK,0,47,7,Month-to-month,Yes,107.35,5118.95,Yes,5118.95
2484-DGXPZ,0,31,7,Month-to-month,Yes,19.55,658.95,Yes,658.95
2018-QKYGT,0,1,3,Month-to-month,Yes,81.05,81.05,No,81.05
2792-VPPET,0,3,7,Month-to-month,Yes,20.5,76.95,No,76.95
7409-JURKQ,0,53,8,One year,Yes,111.8,5809.75,No,5809.75
3247-MHJKM,0,1,7,Month-to-month,No,20.2,20.2,No,20.2
1964-SVLEA,0,20,7,One year,Yes,19.7,415.9,No,415.9
4587-NUKOX,0,3,4,Month-to-month,Yes,79.1,246.5,Yes,246.5
7297-DVYGA,0,51,7,One year,Yes,19.85,996.95,No,996.95
2239-CGBUZ,0,51,5,One year,Yes,60.5,3145.15,No,3145.15
0854-UYHZD,0,13,7,Two year,No,19.55,265.3,No,265.3
7243-LCGGZ,0,1,7,Month-to-month,No,20.9,20.9,No,20.9
8267-KFGYD,0,1,7,Month-to-month,Yes,21.05,21.05,No,21.05
4890-VMUAV,0,63,7,One year,No,71.5,4576.3,No,4576.3
9261-WDCAF,0,3,3,Month-to-month,No,54.65,189.1,No,189.1
3764-MNMOI,0,46,7,Two year,No,19.2,908.15,No,908.15
7442-YGZFK,0,1,3,Month-to-month,Yes,49.8,49.8,No,49.8
0420-BWTPW,0,8,1,Month-to-month,No,25.5,215.2,Yes,215.2
8229-BUJHX,0,71,7,Two year,No,20.5,1500.95,No,1500.95
7449-HVPIV,0,55,5,Month-to-month,Yes,90.4,5099.15,No,5099.15
5504-WSIUR,0,70,6,One year,Yes,90.25,6385.95,No,6385.95
8183-ONMXC,0,2,3,Month-to-month,No,80.75,159.45,Yes,159.45
8466-PZBLH,0,67,7,Two year,No,104.6,6885.75,No,6885.75
9614-RMGHA,0,65,5,Month-to-month,Yes,91.85,5940.85,Yes,5940.85
8735-IJJEG,0,14,3,Month-to-month,No,50.2,668.85,No,668.85
0564-MUUQK,0,20,6,Month-to-month,Yes,95.5,1916.2,No,1916.2
5054-IEXZT,0,1,3,Month-to-month,Yes,75.35,75.35,Yes,75.35
5834-ASPWA,0,1,3,Month-to-month,Yes,75.45,75.45,Yes,75.45
0701-RFGFI,0,49,5,Month-to-month,Yes,95.4,4613.95,No,4613.95
0019-EFAEP,0,72,7,Two year,Yes,101.3,7261.25,No,7261.25
5619-PTMIK,0,46,4,Month-to-month,No,53.1,2459.8,No,2459.8
3737-XBQDD,0,24,5,Month-to-month,Yes,84.85,2048.8,No,2048.8
5882-CMAZQ,0,5,3,Month-to-month,No,34.25,163.55,No,163.55
5846-QFDFI,0,33,6,Month-to-month,No,88.6,2888.7,No,2888.7
4445-KWOKW,0,42,5,One year,Yes,60.15,2421.6,No,2421.6
3511-APPBJ,0,23,6,One year,Yes,99.95,2292.75,No,2292.75
7967-HYCDE,0,8,2,Month-to-month,No,70.7,553.4,No,553.4
2430-RRYUW,0,66,4,One year,Yes,54.8,3465.7,No,3465.7
3948-XHGNA,0,24,3,Month-to-month,Yes,49.55,1210.4,Yes,1210.4
3723-BFBGR,1,24,4,Month-to-month,No,54.8,1291.3,No,1291.3
0565-IYCGT,0,69,8,One year,Yes,78.6,5356.45,Yes,5356.45
5447-WZAFP,0,53,6,One year,Yes,100.3,5200.8,No,5200.8
5110-CHOPY,0,60,5,Two year,No,53.6,3237.05,No,3237.05
5445-UTODQ,0,7,3,Month-to-month,Yes,81.1,576.65,Yes,576.65
4425-OWHWB,0,20,7,One year,Yes,19.35,433.75,No,433.75
7892-QVYKW,0,23,4,Month-to-month,No,85.6,1868.4,No,1868.4
9675-ICXCT,0,72,7,Two year,Yes,80.8,5728.55,No,5728.55
1024-VRZHF,0,11,3,Month-to-month,Yes,74.95,825.7,Yes,825.7
4703-MQYKT,0,21,7,Two year,No,19.6,390.4,No,390.4
9497-QCMMS,1,1,5,Month-to-month,Yes,93.55,93.55,Yes,93.55
5692-ICXLW,1,31,5,Month-to-month,Yes,90.7,2845.15,No,2845.15
0602-DDUML,0,57,6,Two year,No,69.75,3894.4,No,3894.4
2208-MPXIO,0,45,7,Two year,Yes,20,886.4,No,886.4
1960-UYCNN,0,10,6,Month-to-month,Yes,95.25,1021.55,No,1021.55
0348-SDKOL,0,58,7,Month-to-month,Yes,102.1,5885.4,Yes,5885.4
3190-FZATL,0,14,7,Month-to-month,No,19.95,268.4,No,268.4
7336-RLLRH,0,27,7,One year,No,80.85,2204.35,No,2204.35
4373-MAVJG,0,14,5,Month-to-month,Yes,90.9,1259,Yes,1259
8901-HJXTF,0,12,2,Month-to-month,No,29.2,309.1,Yes,309.1
7710-JSYOA,0,69,6,Two year,Yes,93.3,6398.05,No,6398.05
5419-KLXBN,0,25,5,Month-to-month,Yes,89.15,2257.75,Yes,2257.75
3424-NMNBO,1,58,8,One year,Yes,108.85,6287.25,Yes,6287.25
9885-MFVSU,0,35,4,Two year,Yes,46.35,1662.05,No,1662.05
4514-GFCFI,1,16,4,Month-to-month,Yes,84.75,1350.15,Yes,1350.15
0607-MVMGC,0,45,7,One year,No,78.75,3600.65,No,3600.65
3365-SAIGS,0,17,4,Month-to-month,Yes,83.55,1329.15,No,1329.15
9828-AOQLM,0,1,2,Month-to-month,Yes,45.7,45.7,Yes,45.7
8022-BECSI,0,22,7,One year,No,19.6,422.5,No,422.5
8000-REIQB,1,1,2,Month-to-month,Yes,69.95,69.95,Yes,69.95
9993-LHIEB,0,67,6,Two year,No,67.85,4627.65,No,4627.65
0266-CLZKZ,0,67,7,Two year,Yes,105.65,6717.9,No,6717.9
7615-ESMYF,0,2,3,Month-to-month,No,44.6,97.1,Yes,97.1
3858-VOBET,0,23,3,Month-to-month,Yes,74.95,1710.45,Yes,1710.45
7020-OZKXZ,1,9,3,Month-to-month,No,75.5,637.4,No,637.4
3977-QCRSL,0,5,7,Month-to-month,No,20.15,117.95,No,117.95
0017-DINOC,0,54,4,Two year,No,45.2,2460.55,No,2460.55
1447-PJGGA,0,57,5,Two year,Yes,95.25,5464.65,Yes,5464.65
8565-CLBZW,0,24,5,Month-to-month,Yes,89.85,2165.05,Yes,2165.05
9139-WQQDY,0,49,6,One year,No,100.45,4941.8,Yes,4941.8
0224-HJAPT,0,5,3,Month-to-month,No,47.15,223.15,Yes,223.15
8086-OVPWV,0,2,3,Month-to-month,Yes,80.2,181.1,Yes,181.1
9430-FRQOC,0,4,5,Month-to-month,Yes,87.1,341.45,Yes,341.45
7639-OPLNG,0,70,8,Two year,Yes,79.25,5731.85,No,5731.85
3074-GQWYX,0,5,3,Month-to-month,Yes,75.9,357.75,Yes,357.75
1492-QGCLU,0,53,8,Month-to-month,No,85.7,4616.1,No,4616.1
6845-RGTYS,0,47,7,Month-to-month,Yes,98.75,4533.7,Yes,4533.7
7328-OWMOM,0,31,7,One year,No,20.1,589.25,No,589.25
4418-LZMSV,0,13,5,Month-to-month,No,61.8,750.1,No,750.1
5155-AZQPB,0,28,3,Month-to-month,No,49.9,1410.25,No,1410.25
8861-HGGKB,0,10,4,Month-to-month,No,86.45,830.85,Yes,830.85
1087-GRUYI,0,38,7,Two year,No,20.4,743.5,No,743.5
7065-YUNRY,0,1,2,Month-to-month,Yes,45.3,45.3,Yes,45.3
7694-VLBWQ,0,67,7,One year,No,104.1,7040.85,Yes,7040.85
2546-KZAAT,0,52,6,One year,Yes,75.4,3865.45,No,3865.45
0181-RITDD,0,62,8,Two year,No,108.15,6825.65,No,6825.65
5989-PGKJB,0,16,4,Month-to-month,Yes,86.25,1340.1,No,1340.1
4795-KTRTH,1,5,4,Month-to-month,Yes,81,371.65,Yes,371.65
8272-ONJLV,0,12,5,One year,No,95.7,1184,No,1184
1488-PBLJN,0,72,9,Two year,Yes,116.85,8477.7,No,8477.7
0308-GIQJT,1,71,7,One year,No,105.75,7382.85,No,7382.85
3778-FOAQW,0,24,7,One year,No,20.15,456.85,No,456.85
4452-ROHMO,0,15,7,Two year,No,19.6,331.6,No,331.6
6481-OGDOO,0,67,5,One year,Yes,90.6,6056.15,Yes,6056.15
3090-LETTY,0,2,5,Month-to-month,No,60.95,134.6,No,134.6
5349-AZPEW,0,5,1,Month-to-month,No,25.05,125.5,No,125.5
3753-TSEMP,0,15,4,Month-to-month,No,88.15,1390.6,Yes,1390.6
8305-VHZBZ,0,1,7,Month-to-month,Yes,20.2,20.2,Yes,20.2
9720-JJJOR,0,41,5,One year,Yes,60.3,2511.3,No,2511.3
8100-HZZLJ,0,43,5,Month-to-month,Yes,63.95,2737.05,No,2737.05
8775-ERLNB,1,1,3,Month-to-month,No,74.3,74.3,No,74.3
8309-IEYJD,1,1,2,Month-to-month,Yes,70.6,70.6,No,70.6
9172-JITSM,0,26,4,Month-to-month,Yes,90.8,2361.8,Yes,2361.8
6298-QDFNH,0,22,4,Month-to-month,Yes,79.35,1730.35,Yes,1730.35
7398-HPYZQ,0,71,9,Two year,No,90.55,6404,No,6404
3546-GHEAE,0,7,7,Two year,No,19.45,165.35,No,165.35
7361-YPXFS,1,28,6,Month-to-month,No,64.45,1867.6,No,1867.6
6557-BZXLQ,1,16,2,Month-to-month,No,69.65,1043.3,No,1043.3
2550-QHZGP,0,7,7,One year,No,19.5,128.6,No,128.6
7519-JTWQH,0,69,8,Two year,Yes,110.5,7455.45,No,7455.45
2538-OIMXF,0,1,1,Month-to-month,No,24.7,24.7,No,24.7
8543-MSDMF,0,3,6,Month-to-month,Yes,77.4,206.15,No,206.15
9961-JBNMK,1,21,5,Month-to-month,Yes,96.8,2030.3,Yes,2030.3
1170-SASML,0,69,5,Month-to-month,Yes,85.4,5869.4,No,5869.4
4872-JCVCA,0,71,5,Two year,Yes,47.6,3377.8,No,3377.8
5346-BZCHP,0,69,7,Two year,No,19.4,1346.2,No,1346.2
2038-LLMLM,0,48,7,Month-to-month,Yes,103.85,4946.05,No,4946.05
6173-ITPWD,0,47,5,Month-to-month,Yes,83.35,4065,Yes,4065
9734-UYXQI,0,2,3,Month-to-month,Yes,49.4,106.55,Yes,106.55
1216-BGTSP,0,45,8,Month-to-month,Yes,108.45,4964.7,No,4964.7
4138-NAXED,0,51,4,Month-to-month,No,81,4085.75,No,4085.75
2189-UXTKY,0,22,7,Month-to-month,Yes,79.2,1742.75,Yes,1742.75
0744-BIKKF,0,72,9,Two year,No,86.65,6224.8,No,6224.8
7483-IQWIB,0,37,6,Month-to-month,Yes,92.95,3415.25,No,3415.25
5248-KWLAR,0,71,9,Two year,No,90.35,6325.25,No,6325.25
4958-GZWIY,0,7,3,Month-to-month,No,48.7,340.25,Yes,340.25
7996-MHXLW,0,66,8,Two year,Yes,25.15,1683.6,No,1683.6
7833-PKIHD,0,51,6,One year,Yes,76.4,3966.3,No,3966.3
7061-OVMIM,0,30,7,One year,No,19.55,608.5,No,608.5
5153-RTHKF,0,34,4,Month-to-month,No,85.35,2896.6,No,2896.6
1852-QSWCD,0,64,8,Two year,Yes,24.8,1514.85,No,1514.85
4832-VRBMR,1,65,7,One year,Yes,103.15,6792.45,No,6792.45
9079-LWTFD,0,47,7,Month-to-month,No,100.75,4669.2,No,4669.2
6356-ELRKD,0,1,5,Month-to-month,Yes,95.6,95.6,Yes,95.6
8624-GIOUT,0,49,5,Month-to-month,Yes,59.75,2934.3,Yes,2934.3
3392-EHMNK,0,67,6,Two year,No,94.1,6302.8,No,6302.8
5986-WWXDV,0,39,7,One year,No,19.35,779.2,No,779.2
3061-BCKYI,0,14,7,Month-to-month,No,19.9,283.75,No,283.75
6179-GJPSO,1,43,7,Month-to-month,Yes,108.15,4600.7,Yes,4600.7
7901-TBKJX,1,56,6,Month-to-month,Yes,101.05,5594,No,5594
7228-PAQPD,0,14,4,One year,No,59.1,772.85,No,772.85
3177-LASXD,0,1,2,Month-to-month,No,71.35,71.35,Yes,71.35
7746-QYVCO,0,16,4,One year,Yes,55.85,857.8,No,857.8
5804-HYIEZ,0,70,7,Month-to-month,Yes,106.05,7554.05,No,7554.05
9919-FZDED,1,72,8,Two year,Yes,84.1,5981.65,No,5981.65
5934-TSSAU,0,23,3,Month-to-month,Yes,75.3,1702.9,No,1702.9
3486-KHMLI,0,21,8,Month-to-month,No,24.7,467.15,No,467.15
4897-QSUYC,0,1,7,Month-to-month,Yes,20.15,20.15,Yes,20.15
1084-UQCHV,0,1,2,Month-to-month,No,69.75,69.75,Yes,69.75
8290-YWKHZ,1,32,5,Month-to-month,Yes,93.2,2931,Yes,2931
2955-BJZHG,0,17,3,Month-to-month,No,80.85,1400.85,Yes,1400.85
3806-DXQOM,0,4,3,Month-to-month,Yes,33.65,137.85,Yes,137.85
6784-XYJAE,0,36,4,One year,No,55.8,1941.5,No,1941.5
3933-DQPWX,0,50,4,Two year,No,39.7,1932.75,No,1932.75
6661-EIPZC,0,48,2,Month-to-month,Yes,29.5,1423.05,No,1423.05
8957-THMOA,0,50,7,Two year,No,20.15,970.85,No,970.85
2251-PYLPB,0,72,8,Two year,No,79.55,5810.9,No,5810.9
5555-RNPGT,0,10,8,Month-to-month,No,24.8,223.9,No,223.9
1057-FOGLZ,0,18,7,Month-to-month,No,19.65,391.7,No,391.7
9300-RENDD,0,1,3,Month-to-month,Yes,79.95,79.95,Yes,79.95
0761-AETCS,0,1,7,Month-to-month,No,19.3,19.3,Yes,19.3
8087-LGYHQ,0,9,5,Month-to-month,Yes,94.05,811.65,No,811.65
4137-BTIKL,0,2,5,Month-to-month,No,90.75,174.75,No,174.75
2190-BCXEC,0,40,4,Month-to-month,Yes,78.85,3126.85,No,3126.85
6227-FBDXH,0,69,6,One year,No,99.5,6841.45,No,6841.45
2153-MREFK,0,37,7,One year,Yes,99.2,3754.6,Yes,3754.6
2911-WDXMV,0,18,4,Month-to-month,Yes,80.55,1406.65,No,1406.65
7206-PQBBZ,1,11,2,Month-to-month,Yes,70.2,834.7,No,834.7
3106-ULWFW,0,8,4,Month-to-month,Yes,85.2,627.4,Yes,627.4
0925-VYDLG,0,3,3,Month-to-month,No,75.25,242,Yes,242
4547-FZJWE,0,55,4,One year,No,59.45,3157,No,3157
7422-WNBTY,0,33,6,Month-to-month,Yes,93.35,3092,No,3092
0842-IWYCP,0,46,2,Month-to-month,No,44.95,2168.9,No,2168.9
3521-HTQTV,0,34,8,Two year,No,26.1,980.35,No,980.35
3744-ZBHON,0,3,7,Month-to-month,No,20.2,65.95,No,65.95
3373-DIUUN,0,30,7,Two year,No,21.25,711.9,No,711.9
8383-SGHJU,0,33,5,One year,No,59.4,1952.8,No,1952.8
7607-QKKTJ,0,45,6,One year,Yes,95,4368.85,No,4368.85
7707-PYBBH,0,40,5,Month-to-month,Yes,61.9,2647.1,No,2647.1
8984-HPEMB,0,71,9,Two year,Yes,118.65,8477.6,No,8477.6
4349-GFQHK,0,1,4,Month-to-month,No,54.35,54.35,Yes,54.35
4139-DETXS,0,72,7,Two year,No,64.45,4528,No,4528
9779-DPNEJ,0,22,3,Month-to-month,Yes,80.15,1790.65,No,1790.65
9805-FILKB,0,46,7,One year,Yes,20.2,845.6,No,845.6
5793-YOLJN,0,55,7,Two year,No,21,1210.3,No,1210.3
0673-IGUQO,0,1,7,Month-to-month,No,20.45,20.45,No,20.45
4123-FCVCB,0,12,6,One year,Yes,75.85,854.45,No,854.45
8819-IMISP,0,31,4,Month-to-month,Yes,80.45,2429.1,No,2429.1
7802-EFKNY,0,5,1,Month-to-month,Yes,24.95,100.4,Yes,100.4
8311-UEUAB,0,67,6,Two year,Yes,75.5,5229.45,No,5229.45
5858-EAFCZ,0,1,2,Month-to-month,No,44.45,44.45,No,44.45
8035-BUYVG,0,40,4,One year,Yes,42.35,1716.45,Yes,1716.45
1163-ONYEY,0,41,7,Month-to-month,Yes,74.55,3023.55,No,3023.55
9787-XVQIU,0,1,3,Month-to-month,Yes,75.3,75.3,Yes,75.3
8945-MUQUF,0,51,6,One year,Yes,94.8,4837.6,Yes,4837.6
5656-MJEFC,0,42,5,Two year,No,48.15,2032.3,No,2032.3
6082-OQFBA,0,23,7,One year,No,19.65,436.9,No,436.9
8051-HJRLT,1,1,2,Month-to-month,Yes,70.55,70.55,Yes,70.55
8974-OVACP,0,1,7,Month-to-month,No,20.15,20.15,No,20.15
4010-YLMVT,0,56,7,Month-to-month,Yes,106.6,5893.95,No,5893.95
1379-FRVEB,0,15,5,Month-to-month,Yes,91,1430.05,No,1430.05
8612-GXIDD,0,12,8,Two year,Yes,25.4,313,No,313
6288-CHQJB,0,54,6,Two year,No,69.95,3871.85,No,3871.85
8160-HOWOX,0,7,4,Month-to-month,Yes,66.85,458.1,No,458.1
3023-GFLBR,0,33,4,Month-to-month,No,86.15,2745.7,Yes,2745.7
6648-INWPS,0,16,7,Month-to-month,No,20.15,341.35,No,341.35
4223-BKEOR,0,21,5,One year,No,64.85,1336.8,No,1336.8
4079-VTGLK,1,30,6,Two year,No,74.85,2181.75,No,2181.75
1763-WQFUK,0,3,3,Month-to-month,Yes,50.5,147.75,No,147.75
