Customer,State,CLV,Coverage,Income,loc_type,monthly_premium,months_last_claim,Months_Since_Policy_Inception,Total_Claim_Amount,Vehicle_Class,avg_vehicle_age
AW71157,California,5531.723723,Basic,50097,Rural,71,25,81,17.484679,Four-Door Car,68.59299536
IN91592,California,2810.671023,Basic,73858,Suburban,72,8,59,422.59237,Four-Door Car,62.95050495
WX37953,Oregon,2780.729047,Basic,94943,Suburban,69,3,22,387.545055,Four-Door Car,49.169299
NL85206,California,2572.452634,Basic,72685,Rural,68,20,97,14.464783,Four-Door Car,40.48247374
PR23514,California,7664.219255,Basic,60184,Rural,199,7,44,161.61574,Luxury SUV,44.44449053
MX80067,California,2509.268453,Basic,74045,Suburban,64,23,83,307.2,Four-Door Car,56.59481152
HR10835,Nevada,14566.09246,Extended,52564,Rural,122,33,28,42.131925,SUV,43.58354169
FR15942,Washington,3220.775528,Extended,19098,Suburban,87,35,3,417.6,Two-Door Car,35.93776505
GX22886,Arizona,3199.824902,Extended,78784,Urban,80,33,72,239.964694,Four-Door Car,55.96992086
YT84266,Oregon,4918.916267,Basic,29256,Suburban,63,33,41,302.4,Four-Door Car,49.69473505
GH48715,Arizona,5623.757656,Basic,77912,Rural,71,2,21,23.89816,Four-Door Car,49.22547941
BN46866,Oregon,5677.465907,Basic,45345,Rural,72,28,86,99.039453,Four-Door Car,50.03010371
CG94611,Oregon,3016.444225,Extended,25630,Suburban,86,8,63,412.8,Two-Door Car,30.2595292
GK94889,California,5279.124682,Basic,22280,Rural,68,10,48,169.414572,Four-Door Car,47.73024004
UQ13133,Nevada,2608.786334,Basic,61567,Rural,65,35,78,39.532978,Four-Door Car,58.963339
DI65961,Arizona,7832.569008,Basic,34644,Suburban,66,7,36,316.8,Four-Door Car,46.85911136
WQ85760,California,4260.33573,Basic,26991,Suburban,119,34,65,856.8,SUV,51.13332994
No35621,Arizona,2369.369299,Basic,49746,Suburban,61,5,88,624.42874,Two-Door Car,41.27951735
TV53243,Arizona,2652.067994,Basic,49625,Urban,66,29,9,261.549577,Two-Door Car,49.58620306
WV53081,Arizona,2597.864075,Basic,49308,Rural,65,7,97,150.235884,Four-Door Car,50.32866974
LL57541,California,7712.436971,Extended,63624,Rural,95,10,5,175.243467,Four-Door Car,47.48296745
RP27249,Oregon,4698.88415,Basic,80358,Urban,116,19,2,443.637243,SUV,59.3192007
OT85112,Washington,3403.919366,Extended,38460,Rural,88,15,1,91.55098,Four-Door Car,60.02371812
TH70115,California,6981.081694,Extended,34835,Urban,89,1,45,294.691896,Two-Door Car,61.71598251
WE64781,Oregon,16922.12519,Extended,93836,Urban,139,1,19,497.353106,Sports Car,55.61417291
KN27565,Oregon,7639.670244,Basic,34075,Rural,196,8,87,451.896687,Luxury SUV,46.85749766
LE85123,Oregon,19237.77089,Basic,35624,Urban,66,6,55,227.44626,Four-Door Car,35.43768277
QF76244,Oregon,2915.649943,Basic,83218,Urban,72,6,42,245.103885,Four-Door Car,46.85274487
PU73561,Arizona,4196.429642,Basic,24641,Suburban,105,12,82,504,SUV,54.47875107
HM38744,Oregon,16473.16905,Basic,22828,Suburban,106,11,54,508.8,SUV,53.5618756
EZ77297,California,3267.709691,Extended,28729,Urban,90,26,19,338.744392,Four-Door Car,39.68949843
DR84843,Arizona,2584.532849,Basic,72731,Rural,65,10,7,125.704164,Four-Door Car,43.31496045
MV54498,California,5503.919257,Basic,59932,Rural,71,16,77,116.600107,Four-Door Car,43.94979801
EM85557,Washington,8021.067105,Basic,54292,Suburban,67,4,26,321.6,Four-Door Car,45.15527162
CE16324,Nevada,7288.297591,Extended,59414,Urban,91,23,21,340.32278,Two-Door Car,34.99193921
KX75698,Oregon,5553.521059,Extended,96587,Suburban,138,31,99,749.244062,SUV,43.96681027
XF96605,California,2957.102851,Basic,94362,Urban,74,21,96,195.405949,Two-Door Car,56.83964559
WQ75856,Oregon,19643.54421,Basic,84488,Urban,61,33,71,208.885686,Four-Door Car,48.38686237
JG35886,California,4111.888285,Premium,65085,Urban,103,20,55,480.073548,Four-Door Car,40.56698753
QF55724,California,2609.533154,Basic,60798,Suburban,66,21,57,316.8,Four-Door Car,47.68492571
FD79560,Arizona,10796.44832,Basic,30761,Suburban,69,16,16,331.2,Two-Door Car,40.26089632
KM18818,Arizona,2590.654042,Basic,25981,Rural,65,33,38,77.54669,Two-Door Car,54.95983787
XA28126,California,29199.81072,Premium,67739,Rural,149,4,76,270.373444,SUV,57.55986446
LJ93770,Arizona,4194.659772,Basic,25581,Urban,105,9,21,429.695284,SUV,48.74044133
MK52711,California,10314.52484,Basic,99759,Rural,65,12,25,74.463101,Two-Door Car,43.64183348
AZ68184,Washington,9028.307862,Basic,76514,Suburban,112,19,0,573.941286,SUV,60.41892805
NN52789,Arizona,3954.344534,Basic,18375,Suburban,103,8,50,535.080276,Sports Car,34.88280312
XC68458,California,6089.517361,Extended,21832,Suburban,84,29,39,403.2,Four-Door Car,52.08387525
PR22184,California,9135.291575,Basic,95330,Suburban,113,1,1,542.4,Sports Car,61.43751059
GA46608,Oregon,2500.834374,Basic,25899,Suburban,63,20,36,302.4,Four-Door Car,51.25455729
KR10942,Oregon,2651.615963,Basic,33201,Urban,66,9,56,314.044227,Two-Door Car,42.06965267
AW86033,California,2119.894333,Basic,18287,Suburban,61,6,56,292.8,Two-Door Car,59.60276317
LM79063,Arizona,7155.471967,Extended,76506,Suburban,89,35,65,427.2,Two-Door Car,78.91468854
NB30963,California,5994.226432,Extended,41859,Rural,76,18,58,166.1306,Two-Door Car,48.54812125
AO40386,Oregon,22647.21772,Extended,27504,Suburban,91,26,45,436.8,Four-Door Car,52.06500123
BN74259,Arizona,2833.797966,Basic,45360,Suburban,73,16,71,350.4,Four-Door Car,45.57430182
XV69290,California,22332.43946,Extended,49078,Suburban,97,10,3,484.013411,Four-Door Car,31.58643086
HN69035,Arizona,2867.211836,Basic,91810,Rural,71,27,43,165.520952,Four-Door Car,51.64828649
SI48717,Oregon,14435.66453,Extended,70600,Suburban,122,26,5,636.982333,SUV,51.11559605
PJ67250,Arizona,5237.477743,Extended,33554,Suburban,131,25,36,934.656068,SUV,50.47382555
SH85263,California,7710.912153,Basic,77642,Urban,64,20,14,282.146354,Two-Door Car,49.35506267
WV37081,California,5158.576449,Basic,25963,Urban,66,11,35,298.954932,Four-Door Car,44.88784179
No61408,California,5414.897604,Extended,57452,Suburban,136,25,10,652.8,SUV,56.84724129
EP83939,Arizona,5575.751228,Basic,91416,Rural,69,4,39,109.904496,Four-Door Car,55.15288176
IU17657,California,2616.409509,Basic,22000,Suburban,69,27,36,383.224514,Two-Door Car,29.09549679
EO95166,Oregon,4617.838205,Premium,41167,Urban,118,16,4,554.957693,Four-Door Car,58.72511972
KK58047,Oregon,8583.854913,Basic,53944,Suburban,71,13,20,340.8,Two-Door Car,44.09168281
JW62354,Nevada,4349.30875,Basic,75648,Rural,108,28,10,112.660916,SUV,43.83293318
TT18939,California,4729.593583,Basic,29414,Rural,64,2,32,71.303109,Four-Door Car,52.27789414
IJ21010,Arizona,5015.009472,Extended,48567,Suburban,130,12,15,624,SUV,64.03349637
PZ31902,Arizona,5797.604861,Basic,69276,Urban,74,14,22,201.327931,Two-Door Car,46.03117049
IL67915,Arizona,8542.218196,Premium,50117,Urban,107,13,98,462.654347,Four-Door Car,61.17018093
VQ76590,Arizona,16473.16905,Basic,22828,Suburban,106,11,54,508.8,SUV,48.3717251
XP96549,Oregon,4429.193391,Basic,20868,Suburban,112,14,11,537.6,SUV,50.97173886
VC34797,California,2435.535995,Basic,40921,Rural,62,0,50,10.560419,Four-Door Car,50.07990506
QV30663,Nevada,9863.502214,Extended,99654,Rural,121,13,95,272.788141,SUV,44.79331121
BX51438,Arizona,2781.446975,Basic,56218,Urban,72,17,74,302.942519,Four-Door Car,49.00745988
DU38713,Arizona,5807.994569,Basic,70717,Rural,72,20,89,37.28874,Two-Door Car,48.47669277
WQ13284,California,8395.272249,Basic,62989,Urban,71,3,18,319.131547,Four-Door Car,44.00327295
JB36584,Arizona,14333.92489,Basic,41459,Suburban,71,8,4,340.8,Four-Door Car,56.30849223
WZ98067,Oregon,4049.807215,Premium,42512,Rural,105,15,72,77.479316,Four-Door Car,56.13614781
KL14426,Nevada,5079.843625,Extended,83288,Urban,124,18,70,353.397699,SUV,31.00703171
PG48617,California,2895.522489,Basic,46267,Urban,72,4,73,231.969205,Four-Door Car,57.87534953
NI68379,Oregon,6554.390004,Extended,74424,Suburban,81,26,74,388.8,Four-Door Car,68.41704477
PA75237,Nevada,15118.89548,Basic,58883,Suburban,62,1,47,432.480275,Two-Door Car,38.39658667
LR35392,Oregon,9007.431501,Premium,41539,Suburban,116,11,35,556.8,Four-Door Car,61.60895533
KC22636,California,5488.931031,Basic,33881,Rural,68,11,83,65.659137,Four-Door Car,59.78117352
IJ98317,California,7234.142952,Extended,86448,Rural,90,25,79,59.853369,Four-Door Car,43.12578671
DY49235,Arizona,5205.751205,Basic,25237,Suburban,69,23,52,378.345883,Four-Door Car,47.05096836
GB59748,Arizona,6207.171358,Extended,49419,Urban,77,3,34,203.296071,Four-Door Car,50.32641252
MP68135,Oregon,6615.815683,Extended,90414,Suburban,83,7,49,398.4,Four-Door Car,71.0901297
CZ56843,California,9708.504642,Extended,39930,Suburban,86,22,64,412.8,Four-Door Car,67.51298266
DJ47372,California,10831.13004,Extended,23202,Suburban,96,29,59,460.8,Four-Door Car,29.48604592
XZ51937,California,4626.801093,Basic,79487,Suburban,114,20,87,547.2,SUV,47.81073425
IZ27630,Oregon,6748.231188,Extended,68423,Urban,85,14,81,324.413656,Two-Door Car,50.71944569
IM14119,Arizona,2542.06388,Basic,84495,Suburban,63,15,61,302.4,Two-Door Car,48.73461424
PN53766,California,5450.394878,Basic,43091,Urban,69,2,36,330.138332,Four-Door Car,45.92679542
DQ93036,Arizona,7243.865476,Extended,41951,Rural,91,30,56,40.536151,Four-Door Car,61.40019419
WA70405,Nevada,8306.550901,Basic,89834,Suburban,105,17,14,504,SUV,45.75917129
NF51705,Nevada,2734.514945,Basic,92157,Urban,69,19,33,270.381385,Two-Door Car,59.8661695
LR37068,Oregon,11030.66148,Extended,35773,Suburban,93,25,89,446.4,Four-Door Car,70.28913736
NP88319,Oregon,6945.016955,Basic,15850,Suburban,61,28,14,314.528138,Two-Door Car,49.89064959
AA11235,Nevada,2568.843396,Basic,11167,Suburban,73,0,99,350.4,Two-Door Car,50.89911685
DL55489,Oregon,5764.648599,Basic,21195,Suburban,72,23,10,345.6,Four-Door Car,38.43937482
UU53919,Oregon,5403.546122,Basic,27430,Urban,68,25,12,184.955105,Two-Door Car,40.4542541
MR33456,Washington,8093.898245,Basic,59839,Suburban,107,8,52,513.6,SUV,50.32699276
UR73910,California,2602.24525,Basic,38166,Urban,67,25,5,236.842746,Four-Door Car,51.33763066
NK39001,Oregon,3621.68883,Extended,13457,Urban,94,31,28,285.825083,Two-Door Car,32.90508625
QC50643,California,5438.696611,Extended,52721,Urban,136,34,29,550.127548,SUV,33.23821617
LO90345,Oregon,14472.583,Basic,22012,Rural,185,5,69,75.698305,Luxury SUV,41.34806152
WK64739,Arizona,2359.423599,Basic,19864,Suburban,63,22,96,352.394515,Four-Door Car,43.77856346
QK88438,Arizona,5323.267311,Basic,55289,Rural,67,10,71,134.124254,Four-Door Car,37.88850296
QX42433,California,7390.903278,Extended,30449,Suburban,92,23,47,501.092992,Four-Door Car,65.77364163
BH52611,California,11447.5071,Premium,27362,Urban,144,23,28,422.78411,SUV,46.52389674
SA77508,Oregon,5754.853121,Basic,29460,Rural,72,3,18,29.303915,Four-Door Car,44.8557221
DE37110,California,4645.569555,Basic,42532,Rural,118,13,32,200.641734,Sports Car,41.78394798
DJ93289,California,4887.344366,Basic,66707,Rural,61,19,24,71.980757,Two-Door Car,53.94454457
AC40767,Washington,2497.808174,Basic,68041,Urban,64,10,47,165.570243,Two-Door Car,41.13391971
ZS35053,Arizona,3719.247732,Extended,40968,Suburban,97,29,53,465.6,Four-Door Car,38.11048332
II37804,Nevada,4198.030023,Basic,39913,Urban,106,16,61,344.765129,SUV,62.2895657
GE63585,California,2420.711888,Basic,31710,Urban,62,5,29,199.551735,Two-Door Car,49.09985726
JL71713,California,6291.655714,Extended,89113,Urban,78,18,68,219.362643,Four-Door Car,59.48808876
XQ74827,Arizona,19435.62924,Extended,38688,Suburban,249,22,6,2294.631639,Luxury Car,57.75748494
RC61383,Oregon,11925.71535,Basic,28014,Suburban,104,14,37,631.594469,SUV,41.22580141
PO80505,Nevada,4223.274671,Basic,14170,Suburban,109,9,10,523.2,SUV,29.79315019
MD17521,Oregon,10298.38586,Extended,64825,Urban,129,1,78,359.484342,SUV,53.67506304
YV93921,California,5229.741907,Basic,77357,Rural,67,24,38,29.884537,Four-Door Car,71.51851997
JP64518,Nevada,2402.81597,Basic,21629,Suburban,62,19,54,298.626189,Two-Door Car,64.72793908
OI98135,Washington,3933.813993,Basic,25927,Suburban,103,6,20,674.973614,SUV,46.13983841
XS97845,Oregon,4299.838835,Premium,44388,Urban,113,10,74,496.843023,Four-Door Car,74.27131987
DL20327,Oregon,7635.554626,Basic,54539,Urban,63,5,74,287.453171,Four-Door Car,45.78754821
GD86131,California,2722.210707,Basic,17576,Suburban,71,29,70,398.502948,Four-Door Car,55.73971509
ID21061,Arizona,7291.599536,Extended,84629,Urban,90,19,17,411.671832,Four-Door Car,53.90192693
EN65835,Arizona,58753.88046,Premium,24964,Suburban,185,0,84,888,SUV,62.51945466
BE65350,Oregon,5261.037541,Basic,43573,Suburban,66,30,64,409.684798,Two-Door Car,53.03725838
JZ28301,Oregon,5552.331515,Basic,35011,Urban,70,7,91,215.728468,Four-Door Car,37.33345369
HL40930,Oregon,7150.225367,Extended,63651,Rural,92,19,10,224.711836,Four-Door Car,54.74230334
HL33607,Washington,8717.049833,Basic,83846,Suburban,74,22,94,355.2,Four-Door Car,49.7289579
AG32304,Nevada,5418.726537,Basic,39133,Rural,67,25,26,90.524457,Four-Door Car,44.29080766
JX26859,California,3528.044252,Extended,31278,Suburban,92,24,95,441.6,Two-Door Car,52.19557238
ZV32968,Oregon,7285.030983,Basic,44788,Suburban,61,6,48,386.031248,Four-Door Car,48.94570691
SO95845,California,5807.659307,Basic,62447,Rural,74,9,2,133.977857,Two-Door Car,33.43349075
GL32197,Oregon,5068.264582,Basic,31475,Rural,64,6,3,22.962412,Four-Door Car,50.90845517
SC11374,Nevada,8797.829644,Basic,80780,Rural,109,26,11,3.55,SUV,46.63932325
RT29777,Oregon,4439.900652,Basic,88613,Urban,111,5,59,359.36848,SUV,48.31024058
OB73235,California,2404.459452,Basic,45949,Rural,62,0,70,110.556062,Two-Door Car,43.70300073
MV41462,Arizona,5066.634057,Basic,35596,Suburban,64,11,92,307.2,Two-Door Car,51.58425836
FM67585,California,5890.528762,Basic,76875,Rural,73,21,4,17.375878,Four-Door Car,59.00993482
KG57925,California,2410.498573,Basic,41842,Suburban,61,1,14,292.8,Two-Door Car,41.82439032
IY24560,California,5288.240125,Basic,28884,Suburban,72,27,9,518.4,Four-Door Car,54.38433776
BV33510,Arizona,26413.54751,Extended,24631,Suburban,83,25,87,398.4,Four-Door Car,45.44906012
XN90861,Arizona,5534.576395,Basic,71560,Urban,69,14,46,178.700204,Two-Door Car,55.2561776
ZZ49347,Oregon,2592.437797,Basic,72421,Suburban,65,8,23,312,Four-Door Car,32.26964339
XX85323,Arizona,8019.856041,Premium,54702,Suburban,199,5,42,955.2,SUV,38.72512894
TO55363,Oregon,13367.86562,Basic,57335,Suburban,67,22,18,407.887715,Two-Door Car,48.45248935
JN69287,California,3479.760165,Extended,35033,Suburban,87,26,53,490.638202,Two-Door Car,79.87432939
AT55072,Arizona,9103.8997,Premium,65733,Suburban,113,13,6,684.948527,Four-Door Car,47.19982515
IP94270,Arizona,13736.1325,Premium,16181,Suburban,181,22,79,1261.319869,SUV,49.76081534
KW33804,Nevada,8090.884414,Basic,86180,Rural,69,11,43,48.051339,Four-Door Car,51.62731609
IA42992,Arizona,8267.119555,Basic,36881,Suburban,104,5,25,499.2,SUV,53.88841006
CZ19025,Oregon,2489.16729,Basic,47888,Suburban,64,23,16,545.083116,Four-Door Car,67.3763779
EN54716,Oregon,2395.57,Basic,21986,Suburban,63,1,9,333.696228,Two-Door Car,40.20413375
UF27940,Washington,3863.309585,Basic,47199,Suburban,100,3,65,480,SUV,63.40309645
XI52305,California,4984.618655,Basic,86305,Rural,62,1,99,80.73124,Four-Door Car,57.03593391
HZ25580,Washington,2396.192355,Basic,39062,Suburban,61,2,20,346.991025,Two-Door Car,56.91804817
JY97451,California,2631.87754,Basic,16976,Urban,69,23,54,238.952528,Four-Door Car,54.21752261
SX25962,Arizona,15055.53836,Basic,83283,Rural,193,11,46,273.702709,Luxury Car,46.20362134
XQ12791,California,3401.881747,Extended,41972,Suburban,86,20,23,691.709371,Four-Door Car,30.74817456
EU59853,California,4126.61326,Premium,34080,Rural,107,11,48,220.644418,Four-Door Car,52.58185294
CI27304,California,9320.090224,Extended,40269,Urban,81,0,71,329.980754,Four-Door Car,69.53798106
WJ52097,Oregon,3663.740198,Extended,61894,Suburban,91,3,21,436.8,Four-Door Car,35.44185533
FT65961,California,4962.208409,Basic,23300,Suburban,63,3,35,339.906034,Four-Door Car,38.6802176
DP87594,Oregon,2816.758764,Basic,66023,Urban,70,11,94,265.629611,Two-Door Car,26.17754236
KP96020,Arizona,4330.769101,Basic,39660,Urban,107,3,46,416.8496,Sports Car,63.91942446
VE98553,Oregon,4666.643522,Premium,60466,Suburban,117,14,3,784.186389,Four-Door Car,31.72768764
ME44353,Oregon,5876.054314,Basic,32848,Urban,74,2,59,250.454012,Four-Door Car,48.16051687
AE62631,Oregon,8427.723769,Basic,20662,Suburban,72,10,99,373.324673,Two-Door Car,54.92537893
GX29162,Arizona,13023.9329,Premium,64985,Rural,108,23,94,16.425514,Two-Door Car,29.30520062
LY69932,Oregon,8209.59982,Basic,68022,Suburban,103,3,26,494.4,Sports Car,45.93371766
YY74036,California,2464.238061,Basic,72834,Rural,65,12,81,91.941259,Four-Door Car,55.69253437
DP92488,Washington,2727.520769,Basic,74592,Suburban,67,9,30,321.6,Two-Door Car,45.76130531
FO74055,California,3086.013544,Extended,73938,Rural,76,34,48,53.095599,Two-Door Car,51.8247225
GT97121,California,22067.728,Extended,15999,Suburban,83,2,43,398.4,Four-Door Car,59.77480053
KZ84621,Nevada,8253.266591,Basic,62375,Urban,103,35,71,411.228571,SUV,38.03921249
FR82361,Arizona,10477.77713,Extended,61427,Suburban,88,24,12,422.4,Four-Door Car,43.77158341
UM14883,California,16373.7273,Basic,64396,Urban,103,2,46,355.409311,SUV,49.78868831
UX32931,California,5184.94945,Basic,49312,Urban,65,30,55,230.104769,Four-Door Car,63.24415796
QV40364,California,15114.40241,Basic,28513,Suburban,100,4,22,480,SUV,59.76959138
CV75841,California,4369.496687,Premium,97321,Rural,110,35,46,74.744643,Four-Door Car,42.39331657
YO62357,California,7432.856752,Basic,58839,Rural,65,4,65,18.965718,Two-Door Car,34.06804935
PE63707,Nevada,5452.171237,Basic,88567,Suburban,67,9,89,321.6,Four-Door Car,61.70674399
NS74173,Nevada,2968.077571,Basic,91646,Rural,74,12,10,57.678779,Two-Door Car,49.81863194
AC24378,Arizona,7477.176362,Extended,48552,Urban,94,5,54,262.746281,Four-Door Car,42.14774653
XR71687,Oregon,9407.452895,Basic,31485,Rural,118,17,79,294.905685,SUV,35.57403065
JI94264,Arizona,10053.55227,Extended,16511,Suburban,135,35,4,972,SUV,63.75112035
YI95434,California,2907.898828,Basic,51020,Suburban,73,16,88,350.4,Four-Door Car,51.82020716
RL34830,California,7644.763153,Extended,43838,Suburban,97,11,37,465.6,Four-Door Car,33.60684019
UO16539,Washington,8439.615236,Basic,22454,Suburban,110,5,75,556.097027,SUV,51.55091537
NP18074,Arizona,4209.682602,Basic,57933,Suburban,105,10,64,533.255723,SUV,44.00930805
CM66204,Arizona,26770.44534,Basic,26335,Urban,113,32,7,355.818306,SUV,47.0519112
DX80961,Arizona,16265.58682,Extended,85322,Suburban,134,32,55,735.491986,SUV,36.98904402
JZ15681,California,3624.901612,Extended,37843,Urban,92,2,17,354.455466,Four-Door Car,51.07484878
TF77410,Arizona,4819.183706,Basic,74730,Suburban,61,18,84,421.235276,Four-Door Car,59.43998552
NI99807,Oregon,13869.92705,Basic,28432,Suburban,118,1,59,612.300581,SUV,42.66367633
QL45827,Washington,25807.063,Extended,71210,Suburban,214,8,89,1027.2,Luxury Car,67.87673922
GU60969,Arizona,2342.01381,Basic,19581,Suburban,67,2,94,321.6,Four-Door Car,38.58815093
FQ24929,Oregon,5479.555081,Basic,56005,Suburban,68,31,30,326.4,Four-Door Car,62.10614065
EW46828,Arizona,8060.161694,Basic,23671,Suburban,69,32,45,331.2,Four-Door Car,40.83269371
YP67379,Arizona,6686.128629,Extended,22244,Rural,84,6,59,114.815893,Four-Door Car,43.55994728
SJ87277,Arizona,2685.425957,Basic,75329,Rural,67,15,17,45.905292,Four-Door Car,67.86050221
CN13435,California,5493.698779,Basic,44369,Urban,68,13,22,185.291566,Four-Door Car,53.65976826
KO95143,California,8521.738901,Premium,37910,Suburban,108,7,9,518.4,Four-Door Car,56.59032329
PP97061,Nevada,4282.947971,Basic,40864,Rural,109,16,70,166.937747,SUV,53.43386905
KP97208,Oregon,5918.330563,Basic,94846,Urban,73,15,68,305.031114,Two-Door Car,44.2238155
SB24397,California,7519.133631,Extended,96306,Rural,95,12,17,185.355353,Four-Door Car,59.79031651
EM32982,Arizona,4472.334422,Basic,53519,Urban,111,7,37,520.036279,SUV,57.13165193
LB97434,Arizona,5531.627731,Basic,50648,Suburban,69,27,50,331.2,Two-Door Car,55.26941409
RR37715,Oregon,8435.176463,Basic,64692,Suburban,70,17,80,336,Two-Door Car,35.47010884
VI42566,Oregon,6010.502178,Basic,49311,Suburban,74,25,85,355.2,Four-Door Car,42.47138982
NU84299,Arizona,2854.114491,Basic,71126,Urban,71,11,72,324.739746,Four-Door Car,41.14489347
RT63209,California,5994.255419,Basic,74284,Urban,74,27,5,268.130863,Four-Door Car,44.67606473
AM52614,Oregon,4477.45201,Basic,41402,Suburban,119,26,26,571.2,Sports Car,40.88208908
UO40192,Nevada,5544.909083,Basic,79619,Urban,71,3,34,280.89705,Four-Door Car,50.26565936
SD67101,Nevada,3600.934326,Basic,25147,Suburban,101,7,54,694.598288,SUV,45.27319958
EW35231,Oregon,9934.865795,Extended,56379,Suburban,125,0,59,600,SUV,60.88146989
YL91587,Arizona,2374.147419,Basic,48911,Suburban,61,15,6,292.8,Two-Door Car,69.08050055
HS14476,Washington,9162.063169,Extended,29723,Rural,80,8,79,20.985105,Four-Door Car,39.23279816
DA28072,Arizona,7380.086414,Extended,21841,Suburban,91,33,47,436.8,Four-Door Car,41.46787508
JO98946,Oregon,2655.996158,Basic,31796,Suburban,68,27,16,377.442796,Four-Door Car,46.75544431
AR47849,Nevada,5015.009472,Extended,48567,Suburban,130,12,15,624,SUV,44.43607402
FO82261,Oregon,4603.975141,Basic,66161,Urban,118,19,86,457.593764,SUV,58.76943108
QO56662,Arizona,2551.226692,Basic,79751,Suburban,63,15,67,392.235698,Two-Door Car,41.50851235
UF74084,Arizona,5641.35916,Basic,39469,Urban,71,1,29,315.560161,Two-Door Car,46.09218906
OX75108,Arizona,5463.913828,Basic,44305,Urban,67,33,39,214.772284,Four-Door Car,65.15289737
HT50748,Oregon,2779.85389,Basic,38893,Urban,69,12,60,279.960213,Two-Door Car,51.66991613
HC42288,California,4563.018085,Basic,39187,Suburban,118,32,43,566.4,SUV,46.86302045
TC69546,Arizona,14376.55039,Premium,70341,Rural,179,11,43,253.511935,SUV,47.04032411
YA71207,California,8708.27928,Basic,30090,Urban,73,10,3,329.517492,Two-Door Car,53.27270035
FK95213,California,18611.45356,Extended,49673,Urban,232,27,57,1021.654003,Luxury SUV,53.49897202
VN37592,Arizona,2860.864563,Basic,50332,Suburban,72,2,11,345.6,Four-Door Car,64.11852745
KL58949,California,5577.942343,Basic,70190,Rural,71,20,22,15.169017,Two-Door Car,47.2269739
KU14261,Arizona,7268.096004,Extended,38179,Urban,90,12,91,374.716271,Four-Door Car,31.32586906
TO60700,Washington,7813.411572,Basic,25859,Suburban,74,0,44,355.2,Four-Door Car,41.67525681
CR33417,Washington,4762.156975,Basic,36529,Rural,118,6,41,255.005116,SUV,40.9687157
ZK90062,Arizona,14166.20344,Basic,67588,Suburban,118,0,58,566.4,Sports Car,50.79669046
RR93140,California,2880.348532,Basic,81565,Urban,71,19,54,190.642833,Four-Door Car,61.40322716
HW56522,Arizona,19185.0725,Extended,35322,Rural,244,4,33,76.826503,Luxury Car,45.83156078
LR27773,California,5329.075482,Basic,43671,Urban,67,6,67,190.649902,Four-Door Car,48.89453784
CT88432,Arizona,4883.805481,Basic,58682,Urban,61,24,34,206.810286,Four-Door Car,65.1574415
OK86731,Oregon,4510.194071,Basic,44230,Suburban,114,2,45,738.222494,Sports Car,47.31835937
GB75821,Oregon,15304.51777,Basic,40269,Suburban,193,32,27,926.4,Luxury SUV,45.9323524
KL48832,Nevada,5237.935672,Basic,31756,Rural,66,34,44,160.855921,Four-Door Car,49.79371429
CA54112,Nevada,15119.55539,Basic,47725,Rural,63,10,66,142.205246,Two-Door Car,47.90230329
VC43751,Arizona,5860.01804,Basic,38684,Suburban,74,1,22,376.760016,Two-Door Car,48.51529076
BC87551,California,32306.28587,Basic,36301,Suburban,118,11,85,647.954067,SUV,63.75866852
XM19715,Oregon,5326.501981,Basic,22268,Urban,67,12,70,294.803913,Two-Door Car,38.60881605
KH19280,Arizona,6513.612638,Extended,50037,Urban,81,24,91,303.384527,Four-Door Car,55.82067861
VW63894,California,7870.360084,Extended,75740,Rural,98,8,42,46.702524,Four-Door Car,51.1648483
YX36936,Arizona,4274.618943,Basic,39621,Rural,109,4,23,25.292113,SUV,52.31670083
AF49625,Oregon,7189.106255,Extended,75838,Urban,90,6,64,428.907968,Two-Door Car,55.24335025
QN30162,Oregon,11315.20373,Premium,11885,Suburban,101,18,39,484.8,Four-Door Car,53.8805215
UI21548,California,2480.529264,Basic,29444,Suburban,63,5,84,302.4,Two-Door Car,35.51567786
IN52645,Oregon,7344.836277,Premium,64371,Suburban,181,4,50,868.8,SUV,54.34445053
CQ76030,Oregon,6974.922464,Extended,26514,Suburban,91,16,58,655.2,Four-Door Car,49.26630691
BW94308,Washington,20096.89337,Basic,92766,Suburban,71,17,15,379.029102,Two-Door Car,23.9872759
PP39078,California,5623.611187,Basic,31504,Suburban,71,8,27,340.8,Four-Door Car,26.60128468
LM86393,Oregon,2828.095211,Basic,98680,Suburban,72,27,38,345.6,Four-Door Car,48.55501737
SZ61347,California,5583.575264,Extended,76927,Rural,138,2,46,114.743547,SUV,42.47250531
VM53683,Nevada,25763.41423,Basic,78804,Suburban,71,35,93,389.636991,Four-Door Car,49.45527963
BA38428,Arizona,5639.941974,Basic,73168,Suburban,70,21,50,425.800112,Four-Door Car,60.79896814
FX80133,California,4576.759564,Premium,48569,Urban,114,0,14,434.7579,Four-Door Car,36.24641863
MT41386,Washington,2875.43239,Basic,84768,Rural,72,6,31,110.484661,Two-Door Car,56.12605141
DB79694,Arizona,5979.724161,Extended,57693,Suburban,76,16,56,547.2,Four-Door Car,50.37730955
IR57729,California,16547.63728,Basic,46593,Rural,70,3,81,129.151543,Two-Door Car,49.76450306
NW21079,Washington,4879.384813,Basic,67163,Rural,61,17,41,33.192803,Two-Door Car,49.58952782
FR81224,Oregon,5494.87251,Basic,89205,Rural,68,28,86,165.523154,Two-Door Car,60.63702905
